,gene,importance
1775,Cand2,0.0014381741707628838
3796,Edn1,0.001437343643759382
5260,Gpr183,0.0014368975123365763
4335,Fam186b,0.0014357486395791918
4372,Fam219aos,0.0014357190547220622
3570,Dnhd1,0.0014356478400817379
1117,Atad2,0.001434695359442312
785,Anxa11,0.0014338968555408034
1072,Asb18,0.0014338881887576752
2025,Cck,0.001433599897267731
1055,Artn,0.001433387578141079
4714,Folh1,0.0014332178967698648
1624,Btg1,0.001432150913783628
4982,Gcnt4,0.0014318707521149814
2251,Cdkn2b,0.0014316822084243644
442,Adm,0.001431167604861065
3737,Dynlt1f,0.0014306166475270012
2764,Col9a3,0.001429977375621201
2011,Ccdc88b,0.0014298868813637643
4962,Gbp7,0.001427341992781428
1895,Cby3,0.0014263396331996958
4012,Enkur,0.001425611399374365
3591,Dock2,0.0014245362808169224
4724,Foxc1,0.0014244828850454247
4753,Foxs1,0.0014223823474113482
3146,Cyp4v3,0.0014223131351353956
4778,Frmpd3,0.0014221393107176346
1626,Btg3,0.0014217444459186412
5144,Gng11,0.001420603679025122
478,Aff2,0.0014204968786156271
4268,Fam117a,0.001420417162698771
1230,Atp7a,0.0014204032690173
4623,Fhad1,0.0014204026473615483
5071,Gjc3,0.0014199323472370738
1285,B3galt2,0.001419526900396269
4830,Fxyd6,0.0014190493286754518
5097,Glis3,0.0014187206001504906
5343,Grin1os,0.0014181314295084553
2467,Chrdl1,0.0014155320398323177
4482,Fbln7,0.0014151592588992359
5282,Gpr83,0.0014147390155602791
2577,Clec4a3,0.0014139356350480951
3548,Dnajc21,0.0014133970485325103
4069,Ephx3,0.001412726859978123
1417,Bcas1os2,0.0014126659583875256
4900,Galm,0.0014118490987093803
1431,Bcl11b,0.0014106570512299923
3840,Efna5,0.0014104837316727152
5017,Gfpt2,0.0014092555798704927
2293,Cenpa,0.001408062995120078
1696,Cabyr,0.0014066791400740197
3594,Dock5,0.0014063741696187266
743,Ankrd35,0.0014061157512499016
5484,H2-Oa,0.0014054772382794604
3883,Eif2ak3,0.0014043227368965888
81,AC165271.1,0.0014042906515918689
3201,Dapp1,0.0014025418580912463
5518,Hapln2,0.0014019930787580906
2244,Cdkl4,0.0014000188569546308
2291,Cemip,0.001397628041792774
1671,C4b,0.0013973121618796468
226,Ablim3,0.0013955678929782015
4775,Frmpd1,0.0013955024509586774
2194,Cdh19,0.00139540302105092
914,Arhgap11a,0.00139431433126056
2729,Col16a1,0.0013942827006424483
2137,Cd80,0.0013929227529345346
2113,Cd34,0.001390682702070685
2765,Colca2,0.0013905830515323556
4952,Gatm,0.0013901789463168393
2077,Ccrl2,0.0013896751725688099
3785,Ect2l,0.0013860214577369155
2871,Cpne5,0.0013855044262808828
603,Aldh1l2,0.0013845166783215653
3605,Dok6,0.001383763442915409
3937,Elf4,0.0013835589188897564
3695,Dusp10,0.0013835119215575911
1711,Cacna2d3,0.001383373401571813
5337,Grik1,0.001382082975830293
5445,Guca1a,0.001381775619977905
3676,Dtl,0.0013813913102486994
4564,Fcrl1,0.0013812609844527546
1949,Ccdc171,0.0013792017096061837
2279,Cecr2,0.001378714954760749
3509,Dnah2,0.0013777714930063942
4839,Fzd2,0.0013776009063143071
4048,Epb41l5,0.0013774433552713738
265,Acer2,0.0013762765588821984
5317,Grb14,0.001375104934580354
5213,Gpc5,0.0013750185567398333
2759,Col7a1,0.0013738694340085687
5197,Gpam,0.0013738267716961608
3141,Cyp4b1,0.0013737348876881454
5212,Gpc4,0.0013719303888594207
3686,Dtx3l,0.0013711445961378942
686,Amz1,0.001370686995642796
1667,C2cd4d,0.0013697145992162506
3469,Dll1,0.0013675728413341825
5530,Haus4,0.0013674421424337843
434,Adgrv1,0.0013673468118837304
4745,Foxp1,0.0013672583072864004
4234,Fa2h,0.0013662623625329763
423,Adgre1,0.001365192442072178
5176,Golm1,0.0013647035584932869
4065,Ephb4,0.0013645929292848118
1800,Car1,0.00136418615963755
5391,Gsta3,0.0013620198403617829
2126,Cd55,0.0013615995840729096
2190,Cdh12,0.0013615476003337019
4769,Frmd4b,0.001361432970077482
1069,Asb11,0.0013612693166940755
2497,Chsy3,0.0013602153565024867
1506,Blk,0.0013600818088022183
1466,Bend5,0.0013600225177955452
2168,Cdc42bpg,0.0013597364437075256
4692,Fmo5,0.0013593666696360839
418,Adgra3,0.001359355675140037
111,AL589692.1,0.0013588649770360365
1465,Bend4,0.0013572810218159103
2912,Creb5,0.0013572200197816033
30,AC123724.1,0.0013566732361981904
5045,Gimap1,0.001355899068074486
5322,Greb1l,0.0013554556679294474
3383,Dgkg,0.0013546705141860833
3180,Dab2,0.0013539614664051047
2094,Cd164l2,0.0013537466158746615
2108,Cd300a,0.0013524573458242976
2523,Cited4,0.0013517052918769487
425,Adgrf4,0.0013495966550410201
2642,Cmya5,0.0013483125907940876
386,Adamtsl4,0.0013482786466142691
2470,Chrm3,0.0013476316207148178
1809,Car4,0.0013472120963916802
2075,Ccr5,0.0013467069702218447
4266,Fam114a1,0.0013465817936059428
2736,Col22a1,0.0013447161860824796
855,Apobec1,0.001343753306834589
2427,Chdh,0.0013432482812901015
2802,Copz2,0.0013427804788252449
4256,Fam102b,0.001342127316037987
2274,Cebpb,0.0013415092647079722
4017,Eno4,0.0013401393523894307
2677,Cnp,0.0013391472291092506
1784,Capn12,0.0013388700482502326
446,Adora1,0.0013378493186915344
1339,BC035044,0.00133758539652185
964,Arhgef28,0.0013374929228798503
4608,Fgf5,0.0013358789638387358
797,Aox1,0.0013354123077365175
5078,Gkn3,0.0013334024157156418
5614,Herc6,0.0013333843462657036
3105,Cyb5d1,0.0013327576126448786
2144,Cd93,0.0013314472897430828
182,Abcc3,0.0013297722940202926
5348,Grin3a,0.0013290773079456105
5117,Glt8d2,0.0013288019501649748
1268,Aven,0.0013286551063112734
4020,Enox2,0.0013285278308004175
1482,Bgn,0.001327707380619829
4346,Fam199x,0.001327688866504481
2638,Cmtm7,0.0013267435858531637
4879,Gabrg3,0.0013267055043730356
4912,Galnt2,0.0013266864137380973
1234,Atp8b1,0.0013263274141205985
1680,CK137956,0.0013257716943451477
52,AC151836.1,0.0013252323644629177
5053,Gins2,0.0013248181756203548
5230,Gpr1,0.001324719084294732
1887,Cbx2,0.0013228642816620994
2304,Cenpn,0.0013227587931590686
400,Adcy1,0.0013226933579527193
809,Ap1s3,0.0013219102501323594
4873,Gabrb2,0.0013218721929623707
926,Arhgap25,0.0013215083994362544
2724,Col11a2,0.0013189735897690639
2388,Cfh,0.0013181426161221596
3797,Edn3,0.001318115065286519
1712,Cacna2d4,0.0013166366567817609
1264,Aurka,0.0013164757690278326
823,Ap4e1,0.001316457653705036
4360,Fam210b,0.0013160495678420298
4471,Fat3,0.0013156320085853813
137,AY036118,0.0013142060949937419
4696,Fn1,0.0013135348752753278
2204,Cdh7,0.0013121075795552912
97,AI481877,0.0013113094864827704
2493,Chst7,0.0013109937338547418
579,Akr1b8,0.0013099032229757276
1707,Cacna1i,0.001309582092408458
2613,Clstn2,0.0013094702502207656
1805,Car14,0.001309153738784077
1942,Ccdc160,0.0013083824783195297
1612,Btbd11,0.0013075769401295323
1986,Ccdc60,0.0013074614983453977
3824,Efcab6,0.0013066343180457363
1536,Bmx,0.001306551910373886
2254,Cdkn3,0.0013062055507102228
4719,Fosb,0.0013053265726027424
3503,Dnah1,0.001303868822947533
1459,Bdnf,0.0013014488582954761
3512,Dnah5,0.0013014282352106598
336,Acvr2a,0.0013008977556394526
2958,Crybg2,0.001298139199134018
1434,Bcl2a1b,0.0012979761766170556
4906,Galnt13,0.0012977501972259021
4291,Fam13a,0.0012957591907105626
5477,H2-DMb1,0.0012952749475579435
2124,Cd52,0.0012945756569895904
2009,Ccdc87,0.0012933632737011048
1629,Bub1b,0.001293161677449372
2260,Cdr2,0.001293050014612598
5118,Gltp,0.0012924041746681097
4678,Flt3l,0.0012918958562668883
5376,Gsdmd,0.0012914728630189002
859,Apobr,0.0012907822316500905
4383,Fam229a,0.0012898483261543628
3248,Dclre1a,0.0012864012536218162
1780,Capg,0.0012863039893061202
3119,Cygb,0.001286226875606466
365,Adamts1,0.0012861282595575067
1058,Arx,0.0012859421035621992
1303,B4galnt3,0.0012859242944245287
3843,Efnb3,0.0012843211915119094
5131,Gnal,0.0012842935615645034
3165,D16Ertd472e,0.001282932906667947
2238,Cdk8,0.00128270254367923
1961,Ccdc190,0.0012824587933285211
4789,Fscn2,0.0012822222680210552
2358,Ces5a,0.0012819211561669267
86,AC168220.3,0.0012817727828277334
5032,Ggt1,0.0012815597489541438
2541,Clca4b,0.0012807511115488599
2380,Cfap65,0.0012805525374452653
2005,Ccdc85a,0.0012795804629049373
4903,Galnt10,0.0012795598214949996
3833,Efhd1,0.0012783971955683242
5223,Gpld1,0.0012779687669600785
1552,Bora,0.0012771913223500971
455,Adra1a,0.0012769752474831274
773,Ano4,0.0012767136388669525
3799,Ednrb,0.0012765097669591398
5468,Gzmk,0.0012764442740743074
5070,Gjc2,0.001274601260054396
1761,Camk2n1,0.0012743045112247379
4925,Gap43,0.0012730910958050497
2769,Colgalt2,0.0012725233827651505
4744,Foxo6,0.0012723100185788611
337,Acvr2b,0.0012720327235312481
4630,Fhod3,0.001271793910558259
4647,Fkbp11,0.0012714574330080714
89,AI115009,0.0012714030608383742
381,Adamts8,0.0012708924345538556
5374,Gsap,0.0012700268283944106
2040,Ccl9,0.0012678908862368708
3514,Dnah7a,0.0012677905365205285
3033,Ctnna3,0.0012676301197661732
4041,Epb41,0.0012676109744509524
2386,Cfap99,0.0012659576426614272
2351,Cerkl,0.0012654626312476936
3285,Ddo,0.0012652681951525896
3450,Dkk3,0.0012643012071150263
978,Arid3a,0.0012641546230508962
5605,Helz2,0.0012607776934839908
73,AC162302.1,0.0012593688980180678
2021,Ccdc96,0.0012589431714184552
1483,Bhlha9,0.001258776312586311
1755,Camk1d,0.0012581840124090873
431,Adgrl2,0.0012579954422239522
528,Ahnak,0.001257365629149943
2139,Cd82,0.001257234634636993
744,Ankrd36,0.0012562697029070925
1822,Carlr,0.0012560000107532318
3639,Dpyd,0.0012559534946226946
2584,Clic5,0.0012531972180697343
4999,Gdpd5,0.0012514831307899692
3567,Dnase2a,0.0012509306039627294
2861,Cped1,0.0012505015992582533
1045,Arrdc2,0.0012504269434902868
1670,C3ar1,0.0012500465535805274
4178,Evi2a,0.0012495607488572256
2579,Clec5a,0.0012494326619369364
2101,Cd248,0.001249133802711721
4174,Eva1c,0.0012489181210751077
3780,Ecm1,0.001248840252459475
4651,Fkbp1b,0.0012487871228397107
4571,Fdx1l,0.0012483987267470995
4610,Fgf9,0.0012454908482037001
5347,Grin2d,0.0012441450417196055
3775,Echdc2,0.0012431826710508466
2488,Chst14,0.0012428054949313104
2370,Cfap43,0.0012418624503855403
5561,Hcst,0.0012417912974089966
2838,Cox6a2,0.001240708931178158
3640,Dpys,0.0012400385494242272
3173,D5Ertd615e,0.0012400083269289628
3518,Dnah9,0.0012389396239835498
4171,Etv6,0.001238718507888191
3711,Dusp4,0.0012375101606280988
2123,Cd48,0.0012374101253909415
4057,Epha4,0.0012369052070752991
649,Aloxe3,0.001235956813728441
3135,Cyp2j9,0.0012357100582632147
4893,Gal3st1,0.0012351312533077732
3844,Efr3a,0.0012347447656321977
4841,Fzd4,0.0012340700322886096
4483,Fbn1,0.0012335686675888436
5091,Gli2,0.0012328387927023595
5194,Gp9,0.001232483655757638
173,Abcb1b,0.0012312092255849726
930,Arhgap27os2,0.0012307656418765911
3271,Dcxr,0.0012296892504546995
3474,Dlx1as,0.0012283313781246575
3771,Ece2,0.0012277288125252387
1350,BC051142,0.00122770207858308
2318,Cep128,0.001227463970209279
1121,Atad5,0.0012272627938201145
338,Acvrl1,0.0012264941826014212
278,Acot10,0.0012263560727728546
4749,Foxq1,0.0012256502091686954
1916,Ccdc122,0.0012249712372718914
1652,C1qtnf2,0.0012245278515027988
5601,Hells,0.0012219976747169124
3634,Dpy19l1,0.0012209729708108662
2522,Cited2,0.0012200100516929161
5046,Gimap5,0.001219963269799206
2763,Col9a2,0.0012198330029730186
1295,B3gnt4,0.0012196380139678491
352,Adam19,0.001219594596392042
942,Arhgap42,0.0012186120404491497
5092,Gli3,0.0012183317551528925
923,Arhgap22,0.0012173291536180775
2492,Chst5,0.0012172899617839859
5370,Grrp1,0.0012171586940456062
3209,Dbf4,0.0012145576241709476
2862,Cplx1,0.0012143870416445185
2379,Cfap61,0.0012137410135094715
4855,Gab1,0.0012133537413719607
4429,Fam89a,0.0012132321713969562
1464,Bend3,0.0012129891540344317
468,Adtrp,0.0012126689366986922
1781,Capn1,0.0012122483605619952
4062,Ephb1,0.0012098369871982886
115,AL592169.1,0.0012094338524137424
1810,Car5a,0.0012089406926509214
1488,Bhmt2,0.0012088902100107256
1911,Ccdc116,0.0012082034386469874
2955,Crybb1,0.0012079807254950004
79,AC164424.1,0.0012075278005933205
2639,Cmtm8,0.0012068204430754031
416,Adgra1,0.0012061887817077371
2702,Cntnap5c,0.001206028215412427
3184,Dact1,0.0012056020436151463
5553,Hcls1,0.001204949497045404
2457,Chn1os3,0.0012048234837546143
274,Acnat1,0.0012046590973234929
4442,Fancb,0.0012045398942730203
775,Ano6,0.0012040316566130378
3604,Dok5,0.0012024214068950539
2384,Cfap77,0.0012024079053708728
4960,Gbp3,0.0012023407516786645
467,Adssl1,0.0012023090193409984
3669,Dsn1,0.0012015451280823655
4848,G0s2,0.0012015232826543439
3644,Dpysl5,0.0012009110544988976
2952,Cryab,0.0012002446607918041
916,Arhgap15,0.0011995923396173093
1882,Cbr3,0.0011991330670697757
4707,Fndc5,0.0011987723988085002
5448,Gucy1a1,0.0011986025046986678
2001,Ccdc80,0.0011985388219471294
3012,Ctbp2,0.0011974963396232372
4666,Flicr,0.0011967929659654187
4828,Fxyd3,0.0011951204220581923
804,Ap1g2,0.0011950690930673364
4334,Fam186a,0.0011932257373739282
1451,Bco2,0.0011924206840474357
4095,Erbin,0.001192239916610312
3520,Dnaic2,0.0011917871222507906
1066,Asap3,0.0011902424463922003
3569,Dner,0.0011892138679483336
1146,Atg4a-ps,0.0011892085803218413
3152,Cys1,0.0011889858350146985
2865,Cpm,0.0011872400106188552
949,Arhgdib,0.0011871193370289685
1501,Birc5,0.0011868720456945012
4685,Fmn1,0.0011868610476423523
1050,Arsg,0.0011867719968877348
1478,Bfsp2,0.0011867494948150465
3471,Dll4,0.0011861723322699111
2444,Chml,0.001185272596264971
5609,Heph,0.0011846660437266122
2090,Cd14,0.0011844735191637226
2300,Cenpj,0.0011838583349338527
127,AV099323,0.0011838428490431076
757,Ankrd6,0.0011835488840055573
867,Apold1,0.0011835055605083685
3139,Cyp3a13,0.001181819161469172
2141,Cd84,0.0011815495495793153
3143,Cyp4f14,0.001181117579167739
4771,Frmd6,0.0011805464069322808
3025,Cth,0.001179871643457218
6,AA543186,0.0011795977974231738
3959,Elovl2,0.0011788485962378437
4767,Frmd3,0.0011786587103694533
4720,Fosl1,0.0011779894089111351
2479,Chrna9,0.0011773663662836167
2246,Cdkn1a,0.0011773556913405522
4917,Galnt9,0.0011770301026745463
737,Ankrd29,0.0011765512743605587
2863,Cplx2,0.0011754818018798814
2923,Crhbp,0.0011746633506134556
5402,Gsto2,0.0011732261262414646
575,Akna,0.0011731407227609334
1112,Astn2,0.0011728097058464413
2929,Crip3,0.0011725924255419475
3195,Dap,0.0011721779828025814
1099,Aspa,0.0011720823276257816
2424,Chd7,0.0011716177218497352
516,Agrp,0.001171252228668135
5086,Gldc,0.0011711073603121
1457,Bdh2,0.00117109804644231
4058,Epha5,0.0011692256122273277
732,Ankrd23,0.0011686938096961653
2143,Cd9,0.001167970648227689
5339,Grik3,0.0011678082150450467
4066,Ephb6,0.001167736537560379
3590,Dock11,0.0011666074129155
65,AC160335.1,0.001166079080821301
4067,Ephx1,0.0011656561362748898
4629,Fhod1,0.0011653927341532854
3861,Egr4,0.0011642928530642526
601,Aldh1b1,0.0011637430594374429
5121,Glyctk,0.0011620934161759731
368,Adamts13,0.001161778772353978
3078,Cux1,0.0011614759188470023
835,Apbb1ip,0.0011613339788889535
384,Adamtsl2,0.0011609001949818849
4721,Fosl2,0.0011593200440005486
1763,Camk4,0.0011593151507126877
3568,Dnd1,0.0011588606406067927
4743,Foxo4,0.0011574733373892745
2536,Cks2,0.0011562459562572606
1500,Birc3,0.0011552710344991859
5406,Gstt2,0.0011552363714125032
3817,Efcab1,0.0011546374060981486
1305,B4galt1,0.0011530029149319676
3242,Dchs1,0.0011524025584707673
2568,Clec14a,0.00115204883940558
475,Afap1l2,0.0011517292326742863
1617,Btbd3,0.0011515736715348765
315,Actg1,0.0011507736167142243
4076,Epo,0.001149937589717299
2595,Clmn,0.0011491688998817888
4331,Fam184a,0.0011487074425183845
4377,Fam222a,0.001148291218470775
3585,Doc2a,0.0011473512713505198
1175,Atp1a1,0.0011470740523025127
3798,Ednra,0.0011462754169109448
2851,Cpa2,0.0011457955022212225
551,Ak4,0.0011456162181641325
3096,Cxcr5,0.0011450800354766953
1973,Ccdc36,0.001145050763055713
1950,Ccdc173,0.001144199084439199
1930,Ccdc142os,0.0011441562035270376
4309,Fam163b,0.0011439920386432535
2273,Cebpa,0.001143705027726154
615,Aldoart1,0.001143567949029411
2665,Cnnm4,0.0011406441872492215
2112,Cd33,0.001140145332995028
3218,Dbpht2,0.0011394867632897277
1443,Bcl6b,0.0011394293826766546
5280,Gpr68,0.0011387553435601885
1024,Armcx6,0.0011387258360994568
4875,Gabrd,0.0011382311066961302
4446,Fancf,0.001138099524853319
643,Alms1,0.0011379565980738145
4390,Fam26e,0.0011376415093578205
2286,Celf6,0.0011374996189386184
448,Adora2b,0.0011365458929299853
3062,Ctxn2,0.001136342758475828
3215,Dbndd2,0.0011361462635159202
2580,Clgn,0.0011360453538206878
4361,Fam212a,0.0011353914469443215
1437,Bcl2l12,0.0011348982337831457
5265,Gpr26,0.0011346246370598084
1807,Car2,0.0011324658608206353
5094,Glipr2,0.0011323285313418728
3005,Cstad,0.0011316382577856285
1762,Camk2n2,0.001130785226147966
5564,Hdac11,0.0011302058686018298
5392,Gsta4,0.0011291391136561617
5462,Gxylt2,0.001128512848845718
133,AW495222,0.0011284483001721781
5268,Gpr34,0.0011281217691553307
2491,Chst3,0.0011277610720834613
2926,Crim1,0.0011277115979393781
5541,Hbegf,0.0011274229101213792
3925,Eif5a2,0.0011268675370236505
128,AW011738,0.001125825263575833
3094,Cxcl16,0.0011257216827200002
1812,Car7,0.0011255917933680774
3284,Ddn,0.0011254971603657815
2050,Ccnd2,0.0011252952899284954
2349,Cercam,0.0011245577159153532
3432,Dio2,0.0011245408190400943
4993,Gdf9,0.0011237370931464078
1717,Cacng2,0.0011214227936610296
5346,Grin2c,0.0011211014652659855
705,Angptl2,0.001120943942393528
4279,Fam126a,0.0011208349858548563
1467,Bend6,0.001120196409670628
3179,Dab1,0.0011198944372554855
2185,Cdca8,0.0011196957728720704
1821,Carhsp1,0.001119231411704339
952,Arhgef10,0.0011184431427838546
853,Apoa1,0.0011182282985321302
5147,Gng2,0.0011178492605914106
1040,Arpp21,0.001115787204258978
4243,Fadd,0.0011156985780781826
1846,Casp8,0.0011136084458989474
3842,Efnb2,0.0011135321720203205
3854,Egfr,0.0011122053534619123
1486,Bhlhe40,0.0011120503374096409
2306,Cenpp,0.0011118611744815807
187,Abcc9,0.0011118286939977321
460,Adra2c,0.0011117799137006388
1420,Bcas3os1,0.0011107120891293057
2196,Cdh20,0.001110633772855392
510,Agpat2,0.0011102535047678996
186,Abcc8,0.0011091767045043504
2505,Ciart,0.001108625440576471
1764,Camkk1,0.0011084155190930283
2266,Cdt1,0.001107950578567647
2693,Cntn4,0.001107898579406539
4224,Ezr,0.0011076242220858924
885,Ar,0.0011070209675582176
3385,Dgki,0.0011063969079570905
3237,Dcbld1,0.0011058130525948644
2876,Cpox,0.0011053430631713184
3089,Cx3cr1,0.0011050566879653796
5254,Gpr17,0.0011048922503236473
3981,Eme1,0.0011045955990497318
5062,Gja1,0.0011045231976598252
3539,Dnajc12,0.0011032243085280237
1828,Carns1,0.0011019694478349388
1521,Bmp1,0.00110171957978313
261,Accs,0.0011014642109447824
3882,Eif2ak2,0.0011010554978620783
5220,Gphn,0.001100615414961226
4108,Erg,0.0011001216487024987
4675,Flrt3,0.0011000504050911906
5338,Grik2,0.001099888753287364
1046,Arrdc3,0.001099630069883812
1489,Bicc1,0.001099387832286309
4552,Fcgr2b,0.0010993250881568732
2520,Cit,0.0010990114477646782
4218,Eya1,0.0010984236611735006
2957,Crybg1,0.0010979606182675535
5351,Grip1,0.0010964902556696277
3846,Efs,0.0010963331978751055
5267,Gpr3,0.0010960040069495163
5364,Grm7,0.0010950711345731178
1734,Cage1,0.0010944708154067518
4016,Eno3,0.0010939189703530851
862,Apod,0.001093592276750514
2080,Ccser1,0.0010928055058053495
4077,Epop,0.0010924235079611626
4773,Frmd8,0.0010923671780244538
1756,Camk1g,0.0010922885753627963
4120,Erich6,0.001091929200840743
119,AU020206,0.0010908367704152877
2142,Cd86,0.0010905787046314314
2038,Ccl6,0.0010905188073098797
632,Alkal1,0.001090122000884024
738,Ankrd31,0.001089719175760237
2985,Csmd3,0.0010896475802397833
2362,Cfap100,0.0010895541558906098
3498,Dna2,0.0010893491702517848
33,AC124532.2,0.0010893452248130291
229,Abracl,0.0010892484718743594
3411,Dhx32,0.0010890292726368628
4914,Galnt4,0.001088406560758689
4260,Fam107a,0.0010883407247457323
2995,Cspg4,0.0010881174543995223
5361,Grm3,0.0010873719472239472
87,AC174678.1,0.001086392891194002
2169,Cdc42ep1,0.0010862685406641756
2927,Crip1,0.0010861073524983714
525,Ahcyl2,0.0010858636194286992
2581,Clic1,0.001085793849408774
2170,Cdc42ep2,0.0010847266248382855
4752,Foxred2,0.0010836889008692882
1651,C1qtnf12,0.001083647976117443
898,Arf4os,0.0010835056658505709
8,AB041806,0.001083009679967869
2696,Cntnap1,0.0010829256800933681
1380,Banp,0.0010828790726685653
2954,Cryba4,0.0010825563626357271
1186,Atp2b2,0.0010821746178907587
3932,Elavl2,0.001081265009869652
3001,Csrp1,0.0010810987647162755
2007,Ccdc85c,0.0010809354049064715
919,Arhgap19,0.001080651935491372
3666,Dse,0.0010802040681445284
3516,Dnah7c,0.0010801006035572188
4060,Epha7,0.0010781744510666167
4932,Garnl3,0.0010766808727847047
536,Aif1l,0.0010756240024688245
3963,Elovl7,0.0010752970954723928
1461,Bean1,0.0010748023293626272
2535,Cks1brt,0.0010739268973494862
1908,Ccdc113,0.0010737845853447889
5146,Gng13,0.0010727376425952208
4094,Erbb4,0.0010719929935763496
3373,Dgat2,0.001071855127187637
2287,Celrr,0.0010715659323030325
1888,Cbx3,0.001071100847136512
2956,Crybb3,0.0010706239172959464
3816,Eepd1,0.001070614545206931
2982,Csmd1,0.0010706098978474042
3274,Ddah2,0.0010702780109353347
4857,Gab3,0.0010698737819036426
1421,Bcat1,0.0010692059677787629
1794,Caprin2,0.001068879566901508
890,Arc,0.0010685252046835454
1300,B3gnt9,0.0010681071901530916
1929,Ccdc141,0.0010677193986649565
918,Arhgap18,0.0010668801710387026
2372,Cfap45,0.00106539783118006
1861,Cav1,0.0010636172996281504
2489,Chst15,0.001063247084879225
4936,Gas2,0.0010626989695657145
4796,Fstl3,0.0010624745641793637
404,Adcy4,0.0010620038463936875
2034,Ccl28,0.001061950582275401
2973,Csf1,0.0010612498760824757
4462,Fas,0.0010612020629322102
376,Adamts20,0.0010601907753969614
4344,Fam198a,0.0010596925179297207
4064,Ephb3,0.0010593683954685008
1870,Cbfa2t3,0.0010577982524511862
2307,Cenpq,0.0010567997546307149
1865,Cavin2,0.001056420977658729
3029,Ctla2b,0.0010562990080311293
826,Ap5b1,0.0010559635882813447
1757,Camk2a,0.0010551958410417554
782,Antxr1,0.0010542934242679261
5307,Gpx8,0.0010540397108957911
4888,Gadd45g,0.001053767713410299
4030,Entpd2,0.0010537342235964913
5583,Hdx,0.0010536982984187186
4337,Fam189a2,0.0010529397387829052
3446,Disp3,0.0010526315502301063
4517,Fbxo27,0.0010516470235362708
4895,Gal3st4,0.0010509435606834195
2227,Cdk2ap1,0.001050636092987276
5535,Havcr2,0.0010504726846550345
3159,Cyth4,0.0010500998690377355
1728,Cadm1,0.0010494498611308496
282,Acot3,0.0010491687056555549
566,Akap5,0.0010478735531921153
2350,Cerk,0.0010475378692933472
5047,Gimap6,0.0010474404358385564
4305,Fam161a,0.0010466801998276181
4905,Galnt12,0.0010463990822520567
4275,Fam120c,0.0010457124543979215
857,Apobec3,0.0010455677934144763
2697,Cntnap2,0.0010454045197155486
1267,Auts2,0.0010450814423584118
1361,Bach1,0.001044837276704771
1934,Ccdc15,0.0010444749039324119
1674,C77080,0.0010439909704118245
5081,Glb1l,0.0010439771408382536
5384,Gsn,0.0010430977681966283
5033,Ggt5,0.0010429615248029982
1701,Cacna1c,0.0010422177529291882
5552,Hck,0.0010420367006878325
5529,Haus3,0.001041938224938551
5571,Hdac8,0.0010410716436288748
5085,Glce,0.0010401154064353874
5063,Gja4,0.0010389918460069095
3702,Dusp18,0.0010385737969601145
112,AL590144.2,0.0010385299494028426
4783,Frs3,0.0010378807543463535
240,Acad10,0.0010377692479597998
654,Als2,0.0010377374404556487
98,AI504432,0.0010373932508626195
5120,Glul,0.0010371350333778788
5365,Grm8,0.0010365611834473821
5037,Ghdc,0.0010365123943151815
339,Acy1,0.001036448855262197
4909,Galnt16,0.0010351354119885958
2563,Cldn5,0.0010349826710207215
3905,Eif3j2,0.001034394248797056
2473,Chrna1os,0.0010341890349861741
3916,Eif4ebp1,0.0010336197807957093
4935,Gas1,0.001033412549341349
3363,Derl3,0.0010329653316972125
4910,Galnt17,0.0010311146016539156
4779,Frmpd4,0.0010304845130768223
3934,Elavl4,0.0010292380695418855
1995,Ccdc73,0.0010291072190708932
539,Aifm3,0.00102779365508985
2692,Cntn3,0.0010276562928480475
4247,Fads6,0.0010263760306966241
3786,Eda,0.0010259812272608744
4558,Fchsd1,0.001025892125733025
2095,Cd180,0.0010251741543118966
3332,Def6,0.0010250019758743967
2629,Cmip,0.0010249178311002775
1862,Cav2,0.0010245669924465394
967,Arhgef37,0.0010245535816031325
1422,Bcat2,0.0010242159243846836
2029,Ccl17,0.0010233564390876308
4569,Fdps,0.0010233549991942805
3142,Cyp4f13,0.0010221484351420943
1032,Arpc1b,0.0010221440577053889
2329,Cep290,0.0010221255077780727
3470,Dll3,0.001021787389814852
674,Ammecr1,0.00102161449860781
2398,Cgref1,0.0010213225846501832
5052,Gins1,0.001020897896788673
2321,Cep152,0.0010208924292121283
4169,Etv4,0.0010202960720755642
2305,Cenpo,0.001019401945512869
4358,Fam20c,0.0010191421238224022
3629,Dpp6,0.0010189656841875544
4160,Etl4,0.0010188405528108392
4356,Fam20a,0.0010185198422932701
180,Abcc10,0.0010179862881377275
3834,Efhd2,0.0010177214162542998
4954,Gatsl3,0.0010164218415890072
2573,Clec2l,0.0010158710123579075
3230,Dcaf17,0.0010156453129071723
309,Acss1,0.0010154869286612264
577,Akr1b10,0.0010147644540877889
2042,Ccm2l,0.0010139992415902554
255,Acat3,0.0010137923304713225
4014,Eno1b,0.001012621886558021
4413,Fam69c,0.0010111052567949323
4226,F12,0.001010879404747264
3667,Dsel,0.0010107789975739897
2438,Chil1,0.0010106346025863834
2115,Cd37,0.00101058608899893
4930,Garem1,0.0010104714759632532
5332,Gria4,0.001009910714597299
913,Arhgap10,0.001009808921586284
1675,C78859,0.0010094275750337873
2109,Cd300c2,0.001008760701296947
4687,Fmnl1,0.0010085993569569913
4551,Fcgr1,0.0010080364808152174
3764,Ebf4,0.001007941505809953
547,Ajuba,0.0010076994029032068
