injection_position,path,path_length,strength,start,end
CA1,CA1→alv→ec→ORBl6a→ORBl5→AIv5,5,"[0.1801, 0.098749, 0.024473, 0.00421, 0.003818, 0.001929]",CA1,AIv5
CA1,CA1→alv→fi→SF→LSr→TTd→DP→ILA6a→ILA6b→PL6b,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.022027, 0.020663, 0.02005, 0.011681, 0.005385]",CA1,PL6b
CA1,CA1→alv→fp→cing→RSPv6a→RSPv5→RSPv2/3→RSPv1→RSPd1→RSPd2/3→MOs2/3,10,"[0.1801, 0.098749, 0.027167, 0.010593, 0.011243, 0.013019, 0.019833, 0.020101, 0.007622, 0.005476, 0.002842]",CA1,MOs2/3
CA1,CA1→alv→fi→LSr→AON→ACB→ORBl5,6,"[0.1801, 0.098749, 0.046994, 0.073083, 0.024318, 0.034016, 0.003818]",CA1,ORBl5
CA1,CA1→alv→fi→LSr→AON→lotd,5,"[0.1801, 0.098749, 0.046994, 0.073083, 0.024318, 0.003827]",CA1,lotd
CA1,CA1→alv→dhc→fp→or→VISp6b,5,"[0.1801, 0.098749, 0.034775, 0.027167, 0.009557, 0.007178]",CA1,VISp6b
CA1,CA1→alv→fi→LSr→SEZ→cing→ILA6b,6,"[0.1801, 0.098749, 0.046994, 0.073083, 0.027434, 0.010593, 0.011681]",CA1,ILA6b
CA1,CA1→alv→fi→LSr→TTd→DP→ILA6a→ILA5→PL5→PL6a→ACAd6a,10,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.02005, 0.022995, 0.008412, 0.010787, 0.004652]",CA1,ACAd6a
CA1,CA1→alv→fi→SF→fx→LHA→LM→SUM→mp→IF,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.007548, 0.003589, 0.009888, 0.000229, 0.000664]",CA1,IF
CA1,CA1→alv→fi→SF→fx→PT→CM,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.016141, 0.007119]",CA1,CM
CA1,CA1→alv→PA→BMAp→IA→CEAm→stc,6,"[0.1801, 0.098749, 0.027225, 0.033344, 0.016775, 0.009044, 0.00635]",CA1,stc
CA1,CA1→alv→fi→SF→fx→PeF→LHA→MEA→NLOT1,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.007548, 0.00968, 0.000628]",CA1,NLOT1
CA1,CA1→alv→fp→or→VISl6b→VISl6a,5,"[0.1801, 0.098749, 0.027167, 0.009557, 0.00541, 0.005127]",CA1,VISl6a
CA1,CA1→alv→fp→or→VISp6b→VISp6a,5,"[0.1801, 0.098749, 0.027167, 0.009557, 0.007178, 0.005749]",CA1,VISp6a
CA1,CA1→alv→fp→ccs→cing→VISa6b→VISa6a→SSp-tr6a,7,"[0.1801, 0.098749, 0.027167, 0.026261, 0.010593, 0.01301, 0.012037, 0.011428]",CA1,SSp-tr6a
CA1,CA1→alv→ccs→cing→VISa6b→VISa6a→VISa5,6,"[0.1801, 0.098749, 0.026261, 0.010593, 0.01301, 0.012037, 0.012063]",CA1,VISa5
CA1,CA1→alv→fp→or→VISp6b→VISp6a→VISp5→VISpm5,7,"[0.1801, 0.098749, 0.027167, 0.009557, 0.007178, 0.005749, 0.005927, 0.004686]",CA1,VISpm5
CA1,CA1→alv→ccs→or→SSp-tr6b→SSp-tr6a→VISa6a→VISa5→VISpm5→VISpm4,9,"[0.1801, 0.098749, 0.026261, 0.009557, 0.012299, 0.011428, 0.012037, 0.012063, 0.004686, 0.003514]",CA1,VISpm4
CA1,CA1→alv→fp→or→VISp6b→VISp6a→VISp5→VISp4,7,"[0.1801, 0.098749, 0.027167, 0.009557, 0.007178, 0.005749, 0.005927, 0.007335]",CA1,VISp4
CA1,CA1→alv→fp→or→VISp6b→VISp6a→VISp5,6,"[0.1801, 0.098749, 0.027167, 0.009557, 0.007178, 0.005749, 0.005927]",CA1,VISp5
CA1,CA1→alv→fi→LSr→TTd→DP→ILA6a→PL6a→ACAd6a→MOs6a,9,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.02005, 0.010787, 0.004652, 0.003674]",CA1,MOs6a
CA1,CA1→alv→ccb→scwm→SSp-ll6b→SSp-ul6a→SSp-ll5→SSp-ul5,7,"[0.1801, 0.098749, 0.011835, 0.006686, 0.017152, 0.003865, 0.005418, 0.002768]",CA1,SSp-ul5
CA1,CA1→alv→ccb→cing→MOp6b→MOp6a→MOp5→SSp-ll5,7,"[0.1801, 0.098749, 0.011835, 0.010593, 0.003399, 0.003581, 0.001497, 0.005418]",CA1,SSp-ll5
CA1,CA1→alv→ccs→or→SSp-bfd6b→SSp-bfd6a→SSp-bfd5→SSp-bfd4,7,"[0.1801, 0.098749, 0.026261, 0.009557, 0.010715, 0.00876, 0.007189, 0.004419]",CA1,SSp-bfd4
CA1,CA1→ProS→SUB→alv→ENTl6a→ENTm6→PRE→POST→dhc→fp→or→VISal6b→VISal6a→VISal5→VISrl5→VISrl4,15,"[0.1801, 0.154005, 0.157956, 0.098749, 0.070031, 0.062547, 0.011244, 0.019596, 0.034775, 0.027167, 0.009557, 0.006962, 0.005905, 0.008046, 0.012969, 0.011917]",CA1,VISrl4
CA1,CA1→alv→LSc→LSr→SF→fx→LHA→SUM→mfb→mtg→RL→EW,11,"[0.1801, 0.098749, 0.033851, 0.073083, 0.075286, 0.046528, 0.007548, 0.009888, 0.001814, 0.001791, 0.000418, 0.000306]",CA1,EW
CA1,CA1→alv→dhc→ENTm6→ENTm5→VISpl6a,5,"[0.1801, 0.098749, 0.034775, 0.062547, 0.039028, 0.007914]",CA1,VISpl6a
CA1,CA1→alv→dhc→ENTm6→ENTm5→VISpl5,5,"[0.1801, 0.098749, 0.034775, 0.062547, 0.039028, 0.00682]",CA1,VISpl5
CA1,CA1→alv→fi→SF→fx→sm→LH,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.00656, 0.002599]",CA1,LH
CA1,CA1→alv→ec→ENTl6a→EPd→AIp6a,5,"[0.1801, 0.098749, 0.024473, 0.070031, 0.010629, 0.005387]",CA1,AIp6a
CA1,CA1→alv→ec→ECT6b→ECT6a→ECT5→VISC5,6,"[0.1801, 0.098749, 0.024473, 0.021695, 0.02664, 0.018239, 0.00142]",CA1,VISC5
CA1,CA1→alv→ec→PERI6b→ENTl6a→ENTl5→ENTl3→AIp2/3,7,"[0.1801, 0.098749, 0.024473, 0.020535, 0.070031, 0.04234, 0.025005, 0.000562]",CA1,AIp2/3
CA1,CA1→alv→fi→SF→LSr→TTd→DP→ACAv6a→ACAd6a→ACAd6b,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.022027, 0.020663, 0.009602, 0.004652, 0.001125]",CA1,ACAd6b
CA1,CA1→alv→fi→LSr→TTd→AON→ORBl2/3,6,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.024318, 0.001812]",CA1,ORBl2/3
CA1,CA1→alv→ec→ENTl6a→EPd→AIp6a→CLA→AId6a,7,"[0.1801, 0.098749, 0.024473, 0.070031, 0.010629, 0.005387, 0.008217, 0.003093]",CA1,AId6a
CA1,CA1→alv→fi→LSc→LSr→TTd→SEZ→ORBvl6a→ORBvl5→ORBl5→AIv5→AIv2/3,11,"[0.1801, 0.098749, 0.046994, 0.033851, 0.073083, 0.022027, 0.027434, 0.004388, 0.003665, 0.003818, 0.001929, 0.000306]",CA1,AIv2/3
CA1,CA1→alv→fi→LSc→ccg→TTd→DP→ILA6a→PL6a→ACAd6a→MOs6a→MOp6a,11,"[0.1801, 0.098749, 0.046994, 0.033851, 0.010908, 0.022027, 0.020663, 0.02005, 0.010787, 0.004652, 0.003674, 0.003581]",CA1,MOp6a
CA1,CA1→alv→fi→LSc→ccg→TTd→DP→ILA6a→PL6a→ACAd6a→MOs6a→MOp6a→MOp6b,12,"[0.1801, 0.098749, 0.046994, 0.033851, 0.010908, 0.022027, 0.020663, 0.02005, 0.010787, 0.004652, 0.003674, 0.003581, 0.003399]",CA1,MOp6b
CA1,CA1→alv→fi→LSc→ccg→TTd→DP→ILA6a→PL6a→ACAd6a→MOs6a→MOp6a→RSPagl6a→SSp-tr6a→SSp-ll6a,14,"[0.1801, 0.098749, 0.046994, 0.033851, 0.010908, 0.022027, 0.020663, 0.02005, 0.010787, 0.004652, 0.003674, 0.003581, 0.008623, 0.011428, 0.011742]",CA1,SSp-ll6a
CA1,CA1→alv→ccs→cing→RSPd6b→RSPd6a→RSPagl6a,6,"[0.1801, 0.098749, 0.026261, 0.010593, 0.002964, 0.005115, 0.008623]",CA1,RSPagl6a
CA1,CA1→alv→ec→ECT6b→ECT6a→TEa6a→AUDv6a,6,"[0.1801, 0.098749, 0.024473, 0.021695, 0.02664, 0.013376, 0.007176]",CA1,AUDv6a
CA1,CA1→alv→ccb→df→LSc→LSr→SF→fx→sm→PT→IAD→AMd→AV→VAL,13,"[0.1801, 0.098749, 0.011835, 0.02118, 0.033851, 0.073083, 0.075286, 0.046528, 0.00656, 0.016141, 0.007178, 0.007687, 0.002583, 0.002759]",CA1,VAL
CA1,CA1→alv→fp→or→VISli6b→VISli6a,5,"[0.1801, 0.098749, 0.027167, 0.009557, 0.008769, 0.007685]",CA1,VISli6a
CA1,CA1→alv→fi→SF→fx→BST→int,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.018302, 0.006961]",CA1,int
CA1,CA1→alv→dhc→fp→cing→RSPv6a→RSPv5,6,"[0.1801, 0.098749, 0.034775, 0.027167, 0.010593, 0.011243, 0.013019]",CA1,RSPv5
CA1,CA1→ProS→SUB→alv→dhc→fp→cing→RSPv6a→RSPv5→RSPv2/3,9,"[0.1801, 0.154005, 0.157956, 0.098749, 0.034775, 0.027167, 0.010593, 0.011243, 0.013019, 0.019833]",CA1,RSPv2/3
CA1,CA1→alv→dhc→df→SF→fx→MMl→SUM→IPR,8,"[0.1801, 0.098749, 0.034775, 0.02118, 0.075286, 0.046528, 0.016545, 0.009888, 0.001813]",CA1,IPR
CA1,CA1→alv→fi→SF→fx→sm→PT→IAD→AMd→AV,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.00656, 0.016141, 0.007178, 0.007687, 0.002583]",CA1,AV
CA1,CA1→alv→fi→SF→fx→RE→SMT,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.007963, 0.002119]",CA1,SMT
CA1,CA1→ProS→SUB→POST→RSPv5→RSPv2/3→RSPv1→RSPd1,7,"[0.1801, 0.154005, 0.157956, 0.019596, 0.013019, 0.019833, 0.020101, 0.007622]",CA1,RSPd1
CA1,CA1→ProS→SUB→POST→RSPv2/3→RSPv1→SCzo,6,"[0.1801, 0.154005, 0.157956, 0.019596, 0.019833, 0.020101, 0.004755]",CA1,SCzo
CA1,CA1→alv→fi→LSr→ORBvl6a→ORBvl6b,5,"[0.1801, 0.098749, 0.046994, 0.073083, 0.004388, 0.006006]",CA1,ORBvl6b
CA1,CA1→alv→dhc→ec→VISpl6b→VISpl6a→VISpl5→VISpl2/3→VISpl1,8,"[0.1801, 0.098749, 0.034775, 0.024473, 0.006819, 0.007914, 0.00682, 0.004356, 0.004251]",CA1,VISpl1
CA1,CA1→ProS→SUB→ENTm6→PAR→PRE→POST→APr→RSPd5→RSPv5→RSPv2/3→RSPv1→RSPd1→RSPagl1,13,"[0.1801, 0.154005, 0.157956, 0.062547, 0.015503, 0.011244, 0.019596, 0.008351, 0.004416, 0.013019, 0.019833, 0.020101, 0.007622, 0.006401]",CA1,RSPagl1
CA1,CA1→alv→fi→SF→LSr→SEZ→AON→ORBl1,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.027434, 0.024318, 0.000557]",CA1,ORBl1
CA1,CA1→alv→fi→SF→MS→ADP→MPO→AHN→SBPV→SCH→PVa,10,"[0.1801, 0.098749, 0.046994, 0.075286, 0.024748, 0.011034, 0.014021, 0.017092, 0.007469, 0.003822, 0.001585]",CA1,PVa
CA1,CA1→alv→PA→BMAp→BLAa→CEAc,5,"[0.1801, 0.098749, 0.027225, 0.033344, 0.017841, 0.009419]",CA1,CEAc
CA1,CA1→alv→fi→SF→fx→PeF→PVHd→VM→MRN→SCiw→SCdg,10,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.008405, 0.001599, 0.000634, 0.001947, 0.001612]",CA1,SCdg
CA1,CA1→ProS→SUB→PRE→POST→SCzo→SCsg,6,"[0.1801, 0.154005, 0.157956, 0.011244, 0.019596, 0.004755, 0.001102]",CA1,SCsg
CA1,CA1→alv→ec→ENTl6a→VISpor6a→VISpor5→TEa5→AUDpo5,7,"[0.1801, 0.098749, 0.024473, 0.070031, 0.018406, 0.013615, 0.01095, 0.004914]",CA1,AUDpo5
CA1,CA1→alv→ec→ECT6b→ECT6a→ECT5→TEa5→AUDv5→AUDp5→AUDp6a→AUDpo6a,10,"[0.1801, 0.098749, 0.024473, 0.021695, 0.02664, 0.018239, 0.01095, 0.005352, 0.003728, 0.007114, 0.007801]",CA1,AUDpo6a
CA1,CA1→alv→fi→SF→fx→sm→AMd→AV→AD,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.00656, 0.007687, 0.002583, 0.001657]",CA1,AD
CA1,CA1→alv→fi→SF→TRS→fx→sm→CL,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.063657, 0.046528, 0.00656, 0.002915]",CA1,CL
CA1,CA1→alv→dhc→fp→or→VISp6b→VISp6a→VISpl6a→VISpl5→VISpl2/3,9,"[0.1801, 0.098749, 0.034775, 0.027167, 0.009557, 0.007178, 0.005749, 0.007914, 0.00682, 0.004356]",CA1,VISpl2/3
CA1,CA1→alv→fp→or→VISp6b→VISp6a→VISp5→VISp4→VISp2/3→VISp1,9,"[0.1801, 0.098749, 0.027167, 0.009557, 0.007178, 0.005749, 0.005927, 0.007335, 0.008098, 0.009351]",CA1,VISp1
CA1,CA1→ProS→SUB→alv→ENTl6a→ENTl5→ENTm5→ENTm3→VISpor2/3→ENTm2→PAR→VISpl1→VISpor1→VISli1,13,"[0.1801, 0.154005, 0.157956, 0.098749, 0.070031, 0.04234, 0.039028, 0.021991, 0.008321, 0.014289, 0.015503, 0.004251, 0.005017, 0.005085]",CA1,VISli1
CA1,CA1→alv→ec→or→VISl6b→VISl6a→VISl5,6,"[0.1801, 0.098749, 0.024473, 0.009557, 0.00541, 0.005127, 0.002673]",CA1,VISl5
CA1,CA1→ProS→HATA→PA→COApm→MEA→BA,6,"[0.1801, 0.154005, 0.018017, 0.027225, 0.014496, 0.00968, 0.000749]",CA1,BA
CA1,CA1→alv→dhc→fp→cing→RSPv6a,5,"[0.1801, 0.098749, 0.034775, 0.027167, 0.010593, 0.011243]",CA1,RSPv6a
CA1,CA1→alv→fp→or→VISp6b→VISp6a→VISp5→VISp4→VISp2/3,8,"[0.1801, 0.098749, 0.027167, 0.009557, 0.007178, 0.005749, 0.005927, 0.007335, 0.008098]",CA1,VISp2/3
CA1,CA1→alv→fp→or→VISp6b→VISp6a→VISp5→VISp4→VISp2/3→VISl2/3,9,"[0.1801, 0.098749, 0.027167, 0.009557, 0.007178, 0.005749, 0.005927, 0.007335, 0.008098, 0.003158]",CA1,VISl2/3
CA1,CA1→alv→ec→ENTl6a→ENTm6→ENTm5→PAR→VISpl6a→VISpl5→VISpl4,9,"[0.1801, 0.098749, 0.024473, 0.070031, 0.062547, 0.039028, 0.015503, 0.007914, 0.00682, 0.001116]",CA1,VISpl4
CA1,CA1→alv→fp→or→ar→AUDp6b→AUDp6a→AUDp5→AUDd5→SSs5→SSs6a→SSs6b,11,"[0.1801, 0.098749, 0.027167, 0.009557, 0.006271, 0.00757, 0.007114, 0.003728, 0.008472, 0.003689, 0.002113, 0.004718]",CA1,SSs6b
CA1,CA1→alv→ec→AIv6a→CLA→AId6a→GU6a,6,"[0.1801, 0.098749, 0.024473, 0.005683, 0.008217, 0.003093, 0.000379]",CA1,GU6a
CA1,CA1→alv→fi→SF→LSv→ADP→MPO→AVPV→OV,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.031748, 0.011034, 0.014021, 0.008401, 0.000166]",CA1,OV
CA1,CA1→alv→dhc→fp→cing→RSPv6b,5,"[0.1801, 0.098749, 0.034775, 0.027167, 0.010593, 0.00564]",CA1,RSPv6b
CA1,CA1→alv→df→SF→fx→LHA→FF→ml,7,"[0.1801, 0.098749, 0.02118, 0.075286, 0.046528, 0.007548, 0.001916, 0.001197]",CA1,ml
CA1,CA1→fp→alv→ccb→cing→MOp6b→MOp6a→MOp5,7,"[0.1801, 0.027167, 0.098749, 0.011835, 0.010593, 0.003399, 0.003581, 0.001497]",CA1,MOp5
CA1,CA1→alv→df→ccb→LSr→SF→fx→PeF→TU→TMv→LM→SUM→mp→PH→AQ,14,"[0.1801, 0.098749, 0.02118, 0.011835, 0.073083, 0.075286, 0.046528, 0.025061, 0.020304, 0.023054, 0.003589, 0.009888, 0.000229, 0.006263, 0.000996]",CA1,AQ
CA1,CA1→alv→ec→or→TEa6b→TEa6a→TEa5→TEa4→TEa2/3→TEa1,9,"[0.1801, 0.098749, 0.024473, 0.009557, 0.012891, 0.013376, 0.01095, 0.005386, 0.00438, 0.00329]",CA1,TEa1
CA1,CA1→alv→ec→ENTl6a→PERI6a→ECT6a→TEa6a→TEa5→AUDv5→AUDv4→AUDv2/3,10,"[0.1801, 0.098749, 0.024473, 0.070031, 0.029196, 0.02664, 0.013376, 0.01095, 0.005352, 0.001565, 0.002837]",CA1,AUDv2/3
CA1,CA1→ProS→SUB→dhc→fp→or→scwm→ec→ENTl6a→PERI6a→ECT6a→TEa6a→TEa5→TEa4→TEa2/3→AUDv2/3→AUDv1,16,"[0.1801, 0.154005, 0.157956, 0.034775, 0.027167, 0.009557, 0.006686, 0.024473, 0.070031, 0.029196, 0.02664, 0.013376, 0.01095, 0.005386, 0.00438, 0.002837, 0.003048]",CA1,AUDv1
CA1,CA1→alv→fp→AUDv6b→AUDv6a→AUDv5→AUDv4,6,"[0.1801, 0.098749, 0.027167, 0.009641, 0.007176, 0.005352, 0.001565]",CA1,AUDv4
CA1,CA1→ProS→SUB→POST→RSPv2/3→RSPd2/3,5,"[0.1801, 0.154005, 0.157956, 0.019596, 0.019833, 0.005476]",CA1,RSPd2/3
CA1,CA1→ProS→alv→ec→ENTl6a→ENTm6→SUB→POST→APr→VISpl6a→VISpl5→RSPagl5→RSPagl2/3,12,"[0.1801, 0.154005, 0.098749, 0.024473, 0.070031, 0.062547, 0.157956, 0.019596, 0.008351, 0.007914, 0.00682, 0.008634, 0.006111]",CA1,RSPagl2/3
CA1,CA1→alv→fi→SF→fx→MMl→SUM→mp→RL,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.016545, 0.009888, 0.000229, 0.000418]",CA1,RL
CA1,CA1→alv→ccb→LSc→LSr→SF→TRS→fx→LHA→LM→MMl→SUM→mp→RL→mtg→mlf,15,"[0.1801, 0.098749, 0.011835, 0.033851, 0.073083, 0.075286, 0.063657, 0.046528, 0.007548, 0.003589, 0.016545, 0.009888, 0.000229, 0.000418, 0.001791, 0.000256]",CA1,mlf
CA1,CA1→alv→ec→or→VISli6b→VISli6a→VISli5,6,"[0.1801, 0.098749, 0.024473, 0.009557, 0.008769, 0.007685, 0.007066]",CA1,VISli5
CA1,CA1→alv→fp→or→VISp6b→VISp6a→VISpm6a→VISpm6b,7,"[0.1801, 0.098749, 0.027167, 0.009557, 0.007178, 0.005749, 0.004952, 0.005925]",CA1,VISpm6b
CA1,CA1→alv→fp→or→VISp6b→VISp6a→VISp5→VISl5→VISl4,8,"[0.1801, 0.098749, 0.027167, 0.009557, 0.007178, 0.005749, 0.005927, 0.002673, 0.001709]",CA1,VISl4
CA1,CA1→alv→fp→or→VISp6b→VISp6a→VISa6a,6,"[0.1801, 0.098749, 0.027167, 0.009557, 0.007178, 0.005749, 0.012037]",CA1,VISa6a
CA1,CA1→alv→fp→or→VISl6b→VISl6a→VISl5→VISl4→VISli4,8,"[0.1801, 0.098749, 0.027167, 0.009557, 0.00541, 0.005127, 0.002673, 0.001709, 0.003596]",CA1,VISli4
CA1,CA1→dhc→df→LSr→SF→fx→PVHd→LHA→mfb→VTA→IPRL,10,"[0.1801, 0.034775, 0.02118, 0.073083, 0.075286, 0.046528, 0.008405, 0.007548, 0.001814, 0.000441, 0.002165]",CA1,IPRL
CA1,CA1→alv→fp→or→VISl6b→VISl6a→VISl5→VISal6a,7,"[0.1801, 0.098749, 0.027167, 0.009557, 0.00541, 0.005127, 0.002673, 0.005905]",CA1,VISal6a
CA1,CA1→alv→ccs→cing→VISa6b→VISa6a→VISam6a,6,"[0.1801, 0.098749, 0.026261, 0.010593, 0.01301, 0.012037, 0.010317]",CA1,VISam6a
CA1,CA1→alv→fp→or→VISp6b→VISp6a→VISpm6a,6,"[0.1801, 0.098749, 0.027167, 0.009557, 0.007178, 0.005749, 0.004952]",CA1,VISpm6a
CA1,CA1→alv→dhc→fp→ccs→cing→VISa6b→VISa6a→SSp-tr6a→SSp-tr5,9,"[0.1801, 0.098749, 0.034775, 0.027167, 0.026261, 0.010593, 0.01301, 0.012037, 0.011428, 0.007187]",CA1,SSp-tr5
CA1,CA1→alv→fp→or→VISl6b→VISl6a→VISal6a→VISal6b→VISrl6b→VISrl6a,9,"[0.1801, 0.098749, 0.027167, 0.009557, 0.00541, 0.005127, 0.005905, 0.006962, 0.013965, 0.012451]",CA1,VISrl6a
CA1,CA1→ccs→scwm→VISa6b→VISa6a→SSp-tr6a→SSp-un6a,6,"[0.1801, 0.026261, 0.006686, 0.01301, 0.012037, 0.011428, 0.002188]",CA1,SSp-un6a
CA1,CA1→ccs→scwm→VISa6b→VISa6a→SSp-tr6a→SSp-un6a→SSp-un5,7,"[0.1801, 0.026261, 0.006686, 0.01301, 0.012037, 0.011428, 0.002188, 0.002776]",CA1,SSp-un5
CA1,CA1→alv→fp→or→VISp6b→VISp6a→VISpm6a→VISam5,7,"[0.1801, 0.098749, 0.027167, 0.009557, 0.007178, 0.005749, 0.004952, 0.008989]",CA1,VISam5
CA1,CA1→alv→ec→or→VISp6b→VISp6a→VISp5→VISrl5,7,"[0.1801, 0.098749, 0.024473, 0.009557, 0.007178, 0.005749, 0.005927, 0.012969]",CA1,VISrl5
CA1,CA1→alv→fi→SF→fx→PeF→LHA→SUM→mfb→MT,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.007548, 0.009888, 0.001814, 0.002167]",CA1,MT
CA1,CA1→alv→fi→SF→TRS→fx→PeF→TU→LHA→LM→SUM→IPC,11,"[0.1801, 0.098749, 0.046994, 0.075286, 0.063657, 0.046528, 0.025061, 0.020304, 0.007548, 0.003589, 0.009888, 0.003583]",CA1,IPC
CA1,CA1→alv→fi→SF→TRS→fx→mct→MPN→AHN→VMH→ARH→PMv→PMd→PH→SPA→PRC→MH,16,"[0.1801, 0.098749, 0.046994, 0.075286, 0.063657, 0.046528, 0.048937, 0.010871, 0.017092, 0.008753, 0.005083, 0.012489, 0.009909, 0.006263, 0.00207, 0.002307, 0.001974]",CA1,MH
CA1,CA1→alv→fi→SF→fx→AHN→ARH→ME,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.017092, 0.005083, 0.002314]",CA1,ME
CA1,CA1→alv→fi→SF→TRS→fx→PeF→LHA→cpd,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.063657, 0.046528, 0.025061, 0.007548, 0.008479]",CA1,cpd
CA1,CA1→alv→ec→or→VISal6b→VISal6a→VISal5,6,"[0.1801, 0.098749, 0.024473, 0.009557, 0.006962, 0.005905, 0.008046]",CA1,VISal5
CA1,CA1→alv→fi→SF→fx→sm→LH→CL→LP,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.00656, 0.002599, 0.002915, 0.00555]",CA1,LP
CA1,CA1→alv→fi→SF→LSr→ORBvl6b→ORBvl6a→ORBl6a→ORBl5→AIv5→AId2/3,10,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.006006, 0.004388, 0.00421, 0.003818, 0.001929, 0.00094]",CA1,AId2/3
CA1,CA1→alv→ec→ECT6b→ECT6a→TEa6a→TEa5→AUDv5→AUDpo5→AUDpo4,9,"[0.1801, 0.098749, 0.024473, 0.021695, 0.02664, 0.013376, 0.01095, 0.005352, 0.004914, 0.001215]",CA1,AUDpo4
CA1,CA1→alv→fi→SF→LSr→TTd→AON→TTv→MOB→UVU,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.022027, 0.024318, 0.012138, 0.003532, 0.001026]",CA1,UVU
CA1,CA1→alv→fp→or→TEa6b→TEa6a→TEa5→TEa4→TEa2/3→TEa1→AUDpo1,10,"[0.1801, 0.098749, 0.027167, 0.009557, 0.012891, 0.013376, 0.01095, 0.005386, 0.00438, 0.00329, 0.003534]",CA1,AUDpo1
CA1,CA1→alv→fi→SF→LSr→AON→lot,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.024318, 0.006385]",CA1,lot
CA1,CA1→alv→ec→ENTl6a→VISpor6a→VISpor6b→or→TEa6b→TEa6a→AUDpo6a→AUDpo5→VISal5→SSs5,12,"[0.1801, 0.098749, 0.024473, 0.070031, 0.018406, 0.013088, 0.009557, 0.012891, 0.013376, 0.007801, 0.004914, 0.008046, 0.003689]",CA1,SSs5
CA1,CA1→ProS→alv→fi→SF→fx→LM→SUM→mp→PH→MRN→APN→POL,12,"[0.1801, 0.154005, 0.098749, 0.046994, 0.075286, 0.046528, 0.003589, 0.009888, 0.000229, 0.006263, 0.000634, 0.002328, 0.003303]",CA1,POL
CA1,CA1→alv→ec→dhc→POST→RSPagl6a→VISpl6a→RSPd6a→RSPd6b→RSPagl6b,9,"[0.1801, 0.098749, 0.024473, 0.034775, 0.019596, 0.008623, 0.007914, 0.005115, 0.002964, 0.006005]",CA1,RSPagl6b
CA1,CA1→alv→fi→SF→LSr→AON→MOB→PYR,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.024318, 0.003532, 0.000566]",CA1,PYR
CA1,CA1→alv→fi→SF→TRS→fx→PeF→TU→LHA→LM→SUM→VTA→PRNr,12,"[0.1801, 0.098749, 0.046994, 0.075286, 0.063657, 0.046528, 0.025061, 0.020304, 0.007548, 0.003589, 0.009888, 0.000441, 0.000679]",CA1,PRNr
CA1,CA1→alv→ccb→LSc→LSr→SF→TRS→fx→BST→CP→GPe,10,"[0.1801, 0.098749, 0.011835, 0.033851, 0.073083, 0.075286, 0.063657, 0.046528, 0.018302, 0.013661, 0.00201]",CA1,GPe
CA1,CA1→alv→fp→or→VISal6b→VISal6a→VISal5→VISl5→VISl4→VISl2/3→VISp2/3→VISp1→VISl1,12,"[0.1801, 0.098749, 0.027167, 0.009557, 0.006962, 0.005905, 0.008046, 0.002673, 0.001709, 0.003158, 0.008098, 0.009351, 0.003577]",CA1,VISl1
CA1,CA1→alv→fp→scwm→VISpm6b→VISpm6a→VISam6a→VISa6a→SSp-tr6a→SSp-tr6b,9,"[0.1801, 0.098749, 0.027167, 0.006686, 0.005925, 0.004952, 0.010317, 0.012037, 0.011428, 0.012299]",CA1,SSp-tr6b
CA1,CA1→alv→fp→scwm→VISpm6b→VISpm6a→VISam6a→VISa6a→VISa6b,8,"[0.1801, 0.098749, 0.027167, 0.006686, 0.005925, 0.004952, 0.010317, 0.012037, 0.01301]",CA1,VISa6b
