injection_position,path,path_length,strength,start,end
LHA,LHA→LPO→ACB→LSr→TTd→DP→cing→PL6b→PL6a→ACAv6b→ACAv6a→ACAd6a→MOs6a→RSPagl6a→VISam6a→VISam5→VISpm5→VISp5→VISp6a→VISp6b→or→ar→TEa6b→AUDpo6b,23,"[0.145055, 0.067907, 0.008466, 0.022588, 0.0068, 0.007102, 0.001275, 0.002877, 0.002297, 0.001761, 0.00333, 0.002352, 0.000809, 0.001245, 0.002082, 0.001089, 0.000535, 0.000475, 0.001893, 0.00068, 0.003777, 0.005054, 0.001665, 0.001244]",LHA,AUDpo6b
LHA,LHA→VM→MRN→PIL→PoT→SGN,5,"[0.145055, 0.03268, 0.038398, 0.014949, 0.007224, 0.001768]",LHA,SGN
LHA,LHA→MEA→NLOT3→BMAa→EPv→PIR→ee,6,"[0.145055, 0.017346, 0.008986, 0.008697, 0.002233, 0.001418, 0.001751]",LHA,ee
LHA,LHA→PST→nst→GPi→SI→CEAm→CEAl→CEAc→CP→ec→VISC6b→VISC6a,11,"[0.145055, 0.201187, 0.098307, 0.014756, 0.038385, 0.03909, 0.010789, 0.01019, 0.001396, 0.002151, 0.001123, 0.000803]",LHA,VISC6a
LHA,LHA→nst→STN→LT→PP→MGv→MGd,6,"[0.145055, 0.098307, 0.036681, 0.013673, 0.011781, 0.002698, 0.002151]",LHA,MGd
LHA,LHA→LPO→MA→AAA→CEAm→CEAl→CEAc→ec→BLAa→LA,9,"[0.145055, 0.067907, 0.028326, 0.02834, 0.03909, 0.010789, 0.01019, 0.002151, 0.006199, 0.003921]",LHA,LA
LHA,LHA→PST→nst→MRN→CUN→PPN→SUT→V→PARN→NTS→PAS,10,"[0.145055, 0.201187, 0.098307, 0.038398, 0.011982, 0.027636, 0.026146, 0.005474, 0.007275, 0.012278, 0.003221]",LHA,PAS
LHA,LHA→LPO→PS→ADP→LSv→LSr→LSc→fi→alv→fp→or→VISpor6b→VISpor6a,12,"[0.145055, 0.067907, 0.045166, 0.016876, 0.017021, 0.022588, 0.01092, 0.00058, 0.000718, 0.000471, 0.003777, 0.002495, 0.00168]",LHA,VISpor6a
LHA,LHA→mfb→NDB→TTd→DP→ACAv2/3→ACAv5→ACAv6a→ACAv6b,8,"[0.145055, 0.121665, 0.045461, 0.0068, 0.007102, 0.002134, 0.001947, 0.00333, 0.001761]",LHA,ACAv6b
LHA,LHA→MEA→AAA→PIR→AIp1→VISC1→SSs1,6,"[0.145055, 0.017346, 0.02834, 0.001418, 0.001301, 0.000477, 0.0025]",LHA,SSs1
LHA,LHA→MEA→AAA→PIR→AIp2/3→GU2/3,5,"[0.145055, 0.017346, 0.02834, 0.001418, 0.000968, 0.002227]",LHA,GU2/3
LHA,LHA→LPO→MPO→NDB→MS→TTd→DP→ACAv1→ACAv2/3→ACAv5→ccb→ccs→cing→RSPv6a→RSPv5→POST→APr→PAR→VISpor1→VISpor2/3→VISpor4→VISpor5→TEa5→TEa4,23,"[0.145055, 0.067907, 0.045933, 0.045461, 0.018835, 0.0068, 0.007102, 0.004019, 0.002134, 0.001947, 0.00144, 0.000944, 0.001275, 0.003407, 0.001287, 0.00325, 0.002064, 0.003151, 0.003476, 0.001179, 0.000812, 0.00064, 0.000537, 0.001198]",LHA,TEa4
LHA,LHA→LPO→MPO→NDB→MS→TTd→DP→ACAv1→ACAv2/3→ACAv5→ccb→cing→RSPv6a→RSPv5→POST→APr→PAR→ENTm1→ENTm2→ENTm3→ENTm5→ENTm6→ENTl6a→VISpor6a→VISpor5,24,"[0.145055, 0.067907, 0.045933, 0.045461, 0.018835, 0.0068, 0.007102, 0.004019, 0.002134, 0.001947, 0.00144, 0.001275, 0.003407, 0.001287, 0.00325, 0.002064, 0.003151, 0.003434, 0.001374, 0.000442, 0.00194, 0.002311, 0.001099, 0.00168, 0.00064]",LHA,VISpor5
LHA,LHA→LPO→SI→AON→DP→cing→fp→or→VISp6b→VISp6a→VISam6a→VISam5,11,"[0.145055, 0.067907, 0.038385, 0.001749, 0.007102, 0.001275, 0.000471, 0.003777, 0.00068, 0.001893, 0.002082, 0.001089]",LHA,VISam5
LHA,LHA→MEA→AAA→PIR→EPv→EPd→ec→alv→fp→or→VISa6b,10,"[0.145055, 0.017346, 0.02834, 0.001418, 0.002233, 0.002511, 0.002151, 0.000718, 0.000471, 0.003777, 0.000969]",LHA,VISa6b
LHA,LHA→LPO→SI→AON→DP→cing→fp→or→VISp6b→VISp6a→VISam6a→VISa6a→VISa6b→VISam6b,13,"[0.145055, 0.067907, 0.038385, 0.001749, 0.007102, 0.001275, 0.000471, 0.003777, 0.00068, 0.001893, 0.002082, 0.001462, 0.000969, 0.002175]",LHA,VISam6b
LHA,LHA→LPO→MPO→NDB→LSr→LSc→alv→CA3→DG-sg→DG-mo→dhc→ccb→ACAv2/3→ACAv1,13,"[0.145055, 0.067907, 0.045933, 0.045461, 0.022588, 0.01092, 0.000718, 0.001341, 0.002543, 0.00342, 0.001326, 0.00144, 0.002134, 0.004019]",LHA,ACAv1
LHA,LHA→NDB→AAA→COAa→PIR→AIp1→VISC1→VISC2/3→VISC4→VISC5,9,"[0.145055, 0.045461, 0.02834, 0.006913, 0.001418, 0.001301, 0.000477, 0.000878, 0.001622, 0.002308]",LHA,VISC5
LHA,LHA→LPO→BST→aco→SF→df→ccb→ACAv5→RSPv5→RSPv6a,9,"[0.145055, 0.067907, 0.035273, 0.000408, 0.005037, 0.000467, 0.00144, 0.001947, 0.001287, 0.003407]",LHA,RSPv6a
LHA,LHA→LPO→MPO→NDB→MS→SF→df→ccb→ccs→cing→RSPv6a→RSPd6a→RSPagl6a→RSPagl5→RSPagl2/3→RSPagl1,15,"[0.145055, 0.067907, 0.045933, 0.045461, 0.018835, 0.005037, 0.000467, 0.00144, 0.000944, 0.001275, 0.003407, 0.001291, 0.001245, 0.000455, 0.000496, 0.003115]",LHA,RSPagl1
LHA,LHA→LPO→SI→ACB→AON→DP→ILA6a→ILA6b→cing→fp→dhc→ENTm6→ec→VISpl6a,13,"[0.145055, 0.067907, 0.038385, 0.008466, 0.001749, 0.007102, 0.006197, 0.005182, 0.001275, 0.000471, 0.001326, 0.002311, 0.002151, 0.001578]",LHA,VISpl6a
LHA,LHA→BST→CP→ccb→or→fp→dhc→POST→APr→PAR→VISpor1→VISpor2/3→TEa2/3,12,"[0.145055, 0.035273, 0.001396, 0.00144, 0.003777, 0.000471, 0.001326, 0.00325, 0.002064, 0.003151, 0.003476, 0.001179, 0.002047]",LHA,TEa2/3
LHA,LHA→DMH→TMd→PMd→MMm→MMl→LM→sup→opt→MEA→CEAm→CEAl→CEAc→CP→LA→amc→ECT6b→ECT6a→ECT5,18,"[0.145055, 0.059304, 0.016024, 0.074304, 0.01803, 0.030249, 0.052152, 0.054828, 0.005349, 0.017346, 0.03909, 0.010789, 0.01019, 0.001396, 0.003921, 0.00152, 0.002115, 0.00041, 0.001513]",LHA,ECT5
LHA,LHA→MEA→AAA→PIR→AIp1→VISC1→VISC2/3,6,"[0.145055, 0.017346, 0.02834, 0.001418, 0.001301, 0.000477, 0.000878]",LHA,VISC2/3
LHA,LHA→SI→MEA→AAA→FS→CP→ec→IA→EPv→PIR→AIp1→VISC1,11,"[0.145055, 0.038385, 0.017346, 0.02834, 0.013625, 0.001396, 0.002151, 0.011317, 0.002233, 0.001418, 0.001301, 0.000477]",LHA,VISC1
LHA,LHA→LPO→SI→ACB→aco→AON→AOBgr→lotd→MOB→FRP1,9,"[0.145055, 0.067907, 0.038385, 0.008466, 0.000408, 0.001749, 0.000763, 0.002584, 0.000617, 0.00126]",LHA,FRP1
LHA,LHA→LPO→MPO→NDB→MS→TTd→DP→ACAv1→ACAv2/3→ACAv5→ccb→ccs→cing→RSPd6b→RSPd6a→RSPagl6a→RSPagl5→RSPagl2/3→RSPagl1→VISam1→VISpm1,20,"[0.145055, 0.067907, 0.045933, 0.045461, 0.018835, 0.0068, 0.007102, 0.004019, 0.002134, 0.001947, 0.00144, 0.000944, 0.001275, 0.001624, 0.001291, 0.001245, 0.000455, 0.000496, 0.003115, 0.001341, 0.00078]",LHA,VISpm1
LHA,LHA→LPO→NDB→TTd→DP→ILA6a→PL6a,6,"[0.145055, 0.067907, 0.045461, 0.0068, 0.007102, 0.006197, 0.002297]",LHA,PL6a
LHA,LHA→LPO→MPO→NDB→MS→TTd→DP→ACAv1→ACAv2/3→ACAv5→ccb→cing→RSPv6a→RSPv5→POST→APr→PAR→ENTm1→ENTm2,18,"[0.145055, 0.067907, 0.045933, 0.045461, 0.018835, 0.0068, 0.007102, 0.004019, 0.002134, 0.001947, 0.00144, 0.001275, 0.003407, 0.001287, 0.00325, 0.002064, 0.003151, 0.003434, 0.001374]",LHA,ENTm2
LHA,LHA→PH→ND→CENT2→arb→LING,5,"[0.145055, 0.098998, 0.029173, 0.002472, 0.000279, 0.001199]",LHA,LING
LHA,LHA→LPO→MPO→NDB→MS→TTd→DP→ACAv1→ACAv2/3→ACAv5→ccb→alv→dhc→ENTm6→ENTm5→ENTm3→PAR,16,"[0.145055, 0.067907, 0.045933, 0.045461, 0.018835, 0.0068, 0.007102, 0.004019, 0.002134, 0.001947, 0.00144, 0.000718, 0.001326, 0.002311, 0.00194, 0.000442, 0.003151]",LHA,PAR
LHA,LHA→LPO→MPO→NDB→MS→TTd→DP→ACAv1→ACAv2/3→ACAv5→ccb→ccs→cing→RSPv6a→RSPv5→POST→APr→PAR→ENTm1,18,"[0.145055, 0.067907, 0.045933, 0.045461, 0.018835, 0.0068, 0.007102, 0.004019, 0.002134, 0.001947, 0.00144, 0.000944, 0.001275, 0.003407, 0.001287, 0.00325, 0.002064, 0.003151, 0.003434]",LHA,ENTm1
LHA,LHA→cpd→nst→LGv→IGL→LGd-sh,5,"[0.145055, 0.004793, 0.098307, 0.005069, 0.002372, 0.000617]",LHA,LGd-sh
LHA,LHA→LPO→MPO→NDB→MS→TTd→DP→ILA6a→ILA6b→cing→RSPv6a→RSPv5→POST→APr→PAR→VISpl1,15,"[0.145055, 0.067907, 0.045933, 0.045461, 0.018835, 0.0068, 0.007102, 0.006197, 0.005182, 0.001275, 0.003407, 0.001287, 0.00325, 0.002064, 0.003151, 0.002639]",LHA,VISpl1
LHA,LHA→SI→act→ACB→CP→ec→ar→TEa6b→TEa6a→TEa5→TEa4→TEa2/3→TEa1,12,"[0.145055, 0.038385, 0.002376, 0.008466, 0.001396, 0.002151, 0.005054, 0.001665, 0.004322, 0.000537, 0.001198, 0.002047, 0.001606]",LHA,TEa1
LHA,LHA→LPO→MPO→NDB→MS→TTd→DP→ACAv1→ACAv2/3→ACAv5→ccb→ccs→cing→RSPv6a→RSPv5→POST→APr→PAR→VISpor1→VISpor2/3→VISpor4,20,"[0.145055, 0.067907, 0.045933, 0.045461, 0.018835, 0.0068, 0.007102, 0.004019, 0.002134, 0.001947, 0.00144, 0.000944, 0.001275, 0.003407, 0.001287, 0.00325, 0.002064, 0.003151, 0.003476, 0.001179, 0.000812]",LHA,VISpor4
LHA,LHA→NDB→MS→TTd→DP→ACAv1→ACAv2/3→ACAv5→ccb→ccs→cing→RSPv6a→RSPv5→POST→APr→PAR→ENTm2→ENTm1→ENTl1→ENTl2→PERI2/3→PERI5,21,"[0.145055, 0.045461, 0.018835, 0.0068, 0.007102, 0.004019, 0.002134, 0.001947, 0.00144, 0.000944, 0.001275, 0.003407, 0.001287, 0.00325, 0.002064, 0.003151, 0.001374, 0.003434, 0.001689, 0.00038, 0.001572, 0.001465]",LHA,PERI5
LHA,LHA→LPO→PS→ADP→LSv→LSr→LSc→fi→alv→fp→or→ec→ar→TEa6b→TEa6a→TEa5→TEa4→VISpor4→VISpor2/3→VISpor1→VISli1,20,"[0.145055, 0.067907, 0.045166, 0.016876, 0.017021, 0.022588, 0.01092, 0.00058, 0.000718, 0.000471, 0.003777, 0.002151, 0.005054, 0.001665, 0.004322, 0.000537, 0.001198, 0.000812, 0.001179, 0.003476, 0.000858]",LHA,VISli1
LHA,LHA→PST→PSTN→VTA→MT→MRN→CS→PRNr→PRNc→SUT→KF→uf→arb→ANcr2→ANcr1,14,"[0.145055, 0.201187, 0.188245, 0.072968, 0.042014, 0.038398, 0.016412, 0.018138, 0.012502, 0.026146, 0.008287, 0.000208, 0.000279, 0.000175, 0.000506]",LHA,ANcr1
LHA,LHA→PST→PSTN→VTA→MT→MRN→CS→PRNr→PRNc→SUT→KF→uf→arb→ANcr2,13,"[0.145055, 0.201187, 0.188245, 0.072968, 0.042014, 0.038398, 0.016412, 0.018138, 0.012502, 0.026146, 0.008287, 0.000208, 0.000279, 0.000175]",LHA,ANcr2
LHA,LHA→GPi→int→GPe→CP→ec→ar→TEa6b,7,"[0.145055, 0.014756, 0.005671, 0.006321, 0.001396, 0.002151, 0.005054, 0.001665]",LHA,TEa6b
LHA,LHA→AHN→LPO→MPO→NDB→LSr→TTd→DP→ILA6a→ILA6b→cing→SSp-ll6b→SSp-ll6a→SSp-tr6a→SSp-tr6b,14,"[0.145055, 0.045033, 0.067907, 0.045933, 0.045461, 0.022588, 0.0068, 0.007102, 0.006197, 0.005182, 0.001275, 0.001621, 0.001255, 0.001634, 0.000424]",LHA,SSp-tr6b
LHA,LHA→AHN→MPO→mfb→LPO→SI→ACB→AON→lotd,8,"[0.145055, 0.045033, 0.045933, 0.121665, 0.067907, 0.038385, 0.008466, 0.001749, 0.002584]",LHA,lotd
LHA,LHA→LPO→SI→ACB→AON→PIR→EPd→AIv6a→AIv5,8,"[0.145055, 0.067907, 0.038385, 0.008466, 0.001749, 0.001418, 0.002511, 0.004608, 0.002085]",LHA,AIv5
LHA,LHA→SI→MEA→AAA→FS→CP→ec→VISC6b,7,"[0.145055, 0.038385, 0.017346, 0.02834, 0.013625, 0.001396, 0.002151, 0.001123]",LHA,VISC6b
LHA,LHA→PSTN→VTA→MRN→PPN→arb→COPY,6,"[0.145055, 0.188245, 0.072968, 0.038398, 0.027636, 0.000279, 0.002014]",LHA,COPY
LHA,LHA→PeF→fx→SF→MS→TTd→AON→AOBgr,7,"[0.145055, 0.121675, 0.033402, 0.005037, 0.018835, 0.0068, 0.001749, 0.000763]",LHA,AOBgr
LHA,LHA→ml→MRN→PPN→SUT→P5→PRNc→IRN→ACVII,8,"[0.145055, 0.02407, 0.038398, 0.027636, 0.026146, 0.018411, 0.012502, 0.007713, 0.015299]",LHA,ACVII
LHA,LHA→SI→CEAm→GPe→CP→ec→VISC6b→VISC6a→ECT6a→ECT5→ECT2/3→ECT1,11,"[0.145055, 0.038385, 0.03909, 0.006321, 0.001396, 0.002151, 0.001123, 0.000803, 0.00041, 0.001513, 0.002625, 0.001649]",LHA,ECT1
LHA,LHA→mfb→fr→vtd→IF→CLI→mlf→LDT→MRN→PPN→SUT→I5→PSV→PARN→IRN→GRN→PGRNd→PRP→MV→SPIV→VCO→vVIIIn,21,"[0.145055, 0.121665, 0.025562, 0.022729, 0.039062, 0.041659, 0.006451, 0.032892, 0.038398, 0.027636, 0.026146, 0.006325, 0.000137, 0.007275, 0.007713, 0.005696, 0.000719, 0.001234, 0.000728, 0.000166, 0.000155, 0.000642]",LHA,vVIIIn
LHA,LHA→GPi→int→GPe→CP→ec→ar→TEa6b→TEa6a→TEa5→TEa4→VISpor4→VISpor2/3→VISpor1→VISli1→VISli2/3,15,"[0.145055, 0.014756, 0.005671, 0.006321, 0.001396, 0.002151, 0.005054, 0.001665, 0.004322, 0.000537, 0.001198, 0.000812, 0.001179, 0.003476, 0.000858, 0.000871]",LHA,VISli2/3
LHA,LHA→LPO→PS→ADP→LSv→LSr→LSc→fi→alv→fp→or→VISli6b,11,"[0.145055, 0.067907, 0.045166, 0.016876, 0.017021, 0.022588, 0.01092, 0.00058, 0.000718, 0.000471, 0.003777, 0.001944]",LHA,VISli6b
LPO,LPO→LHA→BST→sm→LH→fr→PVT,6,"[0.38774, 0.119073, 0.063969, 0.099119, 0.117045, 0.052306, 0.03702]",LPO,PVT
LPO,LPO→LHA→BST→sm→LH→PRC,5,"[0.38774, 0.119073, 0.063969, 0.099119, 0.117045, 0.03049]",LPO,PRC
LPO,LPO→LHA→RE→RH→IAM→CM,5,"[0.38774, 0.119073, 0.034597, 0.031574, 0.029944, 0.030187]",LPO,CM
LPO,LPO→LHA→TU→TMv→PMv→MMl,5,"[0.38774, 0.119073, 0.062582, 0.059559, 0.044803, 0.04067]",LPO,MMl
LPO,LPO→LHA→BST→sm→LH→MD,5,"[0.38774, 0.119073, 0.063969, 0.099119, 0.117045, 0.045571]",LPO,MD
LPO,LPO→BST→sm→AMd→IAD→PT,5,"[0.38774, 0.063969, 0.099119, 0.028963, 0.054157, 0.060748]",LPO,PT
LPO,LPO→LHA→PSTN→VTA→CS→RPO,5,"[0.38774, 0.119073, 0.063457, 0.084776, 0.038575, 0.023472]",LPO,RPO
LPO,LPO→NDB→MA→LHA→fx→DMH→TMd,6,"[0.38774, 0.237296, 0.052047, 0.119073, 0.041655, 0.038615, 0.005731]",LPO,TMd
LPO,LPO→LHA→BST→sm→LH→fr,5,"[0.38774, 0.119073, 0.063969, 0.099119, 0.117045, 0.052306]",LPO,fr
LPO,LPO→LHA→PSTN→VTA→MRN→RPF,5,"[0.38774, 0.119073, 0.063457, 0.084776, 0.021019, 0.005685]",LPO,RPF
LPO,LPO→LHA→PSTN→FF→VM→SMT,5,"[0.38774, 0.119073, 0.063457, 0.00385, 0.017941, 0.022093]",LPO,SMT
LPO,LPO→LHA→BST→sm→LH→PF,5,"[0.38774, 0.119073, 0.063969, 0.099119, 0.117045, 0.029931]",LPO,PF
LPO,LPO→BST→AV→AD→MD→IMD,5,"[0.38774, 0.063969, 0.033884, 0.022064, 0.045571, 0.024213]",LPO,IMD
LPO,LPO→LHA→BST→sm→RT→AMv→AMd,6,"[0.38774, 0.119073, 0.063969, 0.099119, 0.041349, 0.018296, 0.028963]",LPO,AMd
LPO,LPO→LHA→BST→sm→LH→CL,5,"[0.38774, 0.119073, 0.063969, 0.099119, 0.117045, 0.021179]",LPO,CL
LPO,LPO→SI→AON→TTd→DP→ACAv6a→cing→ccb,7,"[0.38774, 0.047086, 0.005521, 0.024271, 0.02722, 0.052184, 0.025194, 0.004852]",LPO,ccb
LPO,LPO→SI→ACB→LSr→LSc→ccb→df,6,"[0.38774, 0.047086, 0.016349, 0.075882, 0.078772, 0.004852, 0.04141]",LPO,df
LPO,LPO→LHA→BST→sm→AMd→AV→AD,6,"[0.38774, 0.119073, 0.063969, 0.099119, 0.028963, 0.033884, 0.022064]",LPO,AD
LPO,LPO→MPO→MS→LSv→LSr→SEZ,5,"[0.38774, 0.285233, 0.124388, 0.025874, 0.075882, 0.005346]",LPO,SEZ
LPO,LPO→LHA→LM→MMl→SUM→mfb→VTA→IPRL,7,"[0.38774, 0.119073, 0.064885, 0.04067, 0.095902, 0.139559, 0.084776, 0.036121]",LPO,IPRL
LPO,LPO→LHA→mfb→VTA→IF→CLI,5,"[0.38774, 0.119073, 0.139559, 0.084776, 0.065132, 0.047846]",LPO,CLI
LPO,LPO→LHA→mfb→VTA→CS→AT,5,"[0.38774, 0.119073, 0.139559, 0.084776, 0.038575, 0.075476]",LPO,AT
LPO,LPO→LHA→VTA→PRNr→tspc→MRN→DR,6,"[0.38774, 0.119073, 0.084776, 0.013549, 0.014186, 0.021019, 0.041831]",LPO,DR
LPO,LPO→LHA→BST→sm→MH→hbc,5,"[0.38774, 0.119073, 0.063969, 0.099119, 0.053233, 0.06184]",LPO,hbc
LPO,LPO→LHA→PSTN→VTA→PRNr→MRN→PPN,6,"[0.38774, 0.119073, 0.063457, 0.084776, 0.013549, 0.021019, 0.003743]",LPO,PPN
LPO,LPO→LHA→LM→SUM→mfb→VTA→PN,6,"[0.38774, 0.119073, 0.064885, 0.095902, 0.139559, 0.084776, 0.08494]",LPO,PN
LPO,LPO→LHA→PSTN→VTA→CS→RPO→NI,6,"[0.38774, 0.119073, 0.063457, 0.084776, 0.038575, 0.023472, 0.029974]",LPO,NI
LPO,LPO→LHA→VTA→PRNr→MRN→PCG,5,"[0.38774, 0.119073, 0.084776, 0.013549, 0.021019, 0.03184]",LPO,PCG
LPO,LPO→LHA→PSTN→VTA→SNc→SNr,5,"[0.38774, 0.119073, 0.063457, 0.084776, 0.006494, 0.004266]",LPO,SNr
LPO,LPO→LHA→VTA→ml→MRN→PPN→SUT,6,"[0.38774, 0.119073, 0.084776, 0.024638, 0.021019, 0.003743, 0.003843]",LPO,SUT
LPO,LPO→LHA→PSTN→VTA→SNc→SNr→MRN→PPN→SUT→P5,9,"[0.38774, 0.119073, 0.063457, 0.084776, 0.006494, 0.004266, 0.021019, 0.003743, 0.003843, 0.003845]",LPO,P5
LPO,LPO→LHA→mfb→VTA→SNc→SNr→MRN→IVn,7,"[0.38774, 0.119073, 0.139559, 0.084776, 0.006494, 0.004266, 0.021019, 0.004388]",LPO,IVn
LPO,LPO→LHA→PSTN→VTA→CS→MRN→VTN,6,"[0.38774, 0.119073, 0.063457, 0.084776, 0.038575, 0.021019, 0.030166]",LPO,VTN
LPO,LPO→LHA→VTA→CS→DR→PCG→SLD,6,"[0.38774, 0.119073, 0.084776, 0.038575, 0.041831, 0.03184, 0.019749]",LPO,SLD
LPO,LPO→LHA→PSTN→VTA→IF→CLI→mtg→MRN→PCG→B,9,"[0.38774, 0.119073, 0.063457, 0.084776, 0.065132, 0.047846, 0.027801, 0.021019, 0.03184, 0.018756]",LPO,B
LPO,LPO→LHA→PSTN→VTA→RR→MRN→PPN→SUT→KF,8,"[0.38774, 0.119073, 0.063457, 0.084776, 0.062289, 0.021019, 0.003743, 0.003843, 0.004241]",LPO,KF
LPO,LPO→LHA→PSTN→VTA→CS→RPO→PCG→PDTg,7,"[0.38774, 0.119073, 0.063457, 0.084776, 0.038575, 0.023472, 0.03184, 0.016555]",LPO,PDTg
LPO,LPO→LHA→TU→TMv→LM→SUM→mp→IPL,7,"[0.38774, 0.119073, 0.062582, 0.059559, 0.064885, 0.095902, 0.048525, 0.02365]",LPO,IPL
LPO,LPO→LHA→LM→SUM→mp→IPL→PN→IPDM,7,"[0.38774, 0.119073, 0.064885, 0.095902, 0.048525, 0.02365, 0.08494, 0.025306]",LPO,IPDM
LPO,LPO→LHA→mfb→VTA→PRNr→MRN→CUN,6,"[0.38774, 0.119073, 0.139559, 0.084776, 0.013549, 0.021019, 0.004094]",LPO,CUN
LPO,LPO→LHA→VTA→PRNr→MRN→LDT,5,"[0.38774, 0.119073, 0.084776, 0.013549, 0.021019, 0.020624]",LPO,LDT
LPO,LPO→LHA→FF→ml→MRN→RN,5,"[0.38774, 0.119073, 0.00385, 0.024638, 0.021019, 0.004683]",LPO,RN
LPO,LPO→LHA→PSTN→VTA→RR→MRN→LDT→PCG→MEV,8,"[0.38774, 0.119073, 0.063457, 0.084776, 0.062289, 0.021019, 0.020624, 0.03184, 0.004098]",LPO,MEV
LPO,LPO→LHA→PSTN→FF→ml→SPFp,5,"[0.38774, 0.119073, 0.063457, 0.00385, 0.024638, 0.003905]",LPO,SPFp
LPO,LPO→LHA→mfb→VTA→mtg→RL,5,"[0.38774, 0.119073, 0.139559, 0.084776, 0.027801, 0.030579]",LPO,RL
LPO,LPO→LHA→PSTN→VTA→mtg→RL→EW,6,"[0.38774, 0.119073, 0.063457, 0.084776, 0.027801, 0.030579, 0.031056]",LPO,EW
LPO,LPO→LHA→PSTN→VTA→ml→MRN→Pa4,6,"[0.38774, 0.119073, 0.063457, 0.084776, 0.024638, 0.021019, 0.021495]",LPO,Pa4
LPO,LPO→SI→MA→AAA→MEA→BMAa→IA,6,"[0.38774, 0.047086, 0.052047, 0.027473, 0.02067, 0.004066, 0.004382]",LPO,IA
LPO,LPO→LHA→mfb→VTA→SNr→MRN→PIL,6,"[0.38774, 0.119073, 0.139559, 0.084776, 0.004266, 0.021019, 0.003806]",LPO,PIL
LPO,LPO→LHA→mfb→VTA→CS→IPDL→IPI,6,"[0.38774, 0.119073, 0.139559, 0.084776, 0.038575, 0.029806, 0.013292]",LPO,IPI
LPO,LPO→LHA→MEA→CEAm→IA→BLAa,5,"[0.38774, 0.119073, 0.02067, 0.024726, 0.004382, 0.003788]",LPO,BLAa
LPO,LPO→LHA→PSTN→VTA→CS→IPC,5,"[0.38774, 0.119073, 0.063457, 0.084776, 0.038575, 0.017926]",LPO,IPC
LPO,LPO→LHA→PVHd→DMH→PH→SUM→IPRL→IF→vtd→dtd,9,"[0.38774, 0.119073, 0.064858, 0.038615, 0.075769, 0.095902, 0.036121, 0.065132, 0.023276, 0.014165]",LPO,dtd
LPO,LPO→LHA→VTA→PRNr→tspc→CS→mtg→MRN→IV,8,"[0.38774, 0.119073, 0.084776, 0.013549, 0.014186, 0.038575, 0.027801, 0.021019, 0.040917]",LPO,IV
LPO,LPO→PS→MPO→ADP→LSv→LSr→TTd→DP→ILA6a,8,"[0.38774, 0.110889, 0.285233, 0.039086, 0.025874, 0.075882, 0.024271, 0.02722, 0.039504]",LPO,ILA6a
LPO,LPO→LHA→mfb→VTA→ml→PRNr→CS→IPA,7,"[0.38774, 0.119073, 0.139559, 0.084776, 0.024638, 0.013549, 0.038575, 0.017787]",LPO,IPA
LPO,LPO→LHA→PSTN→VTA→MRN→mlf→LDT→SUV,7,"[0.38774, 0.119073, 0.063457, 0.084776, 0.021019, 0.003582, 0.020624, 0.006088]",LPO,SUV
LPO,LPO→LHA→PSTN→VTA→MRN→APN,5,"[0.38774, 0.119073, 0.063457, 0.084776, 0.021019, 0.005513]",LPO,APN
LPO,LPO→SI→AON→TTd→DP→ACAv6a,5,"[0.38774, 0.047086, 0.005521, 0.024271, 0.02722, 0.052184]",LPO,ACAv6a
LPO,LPO→SI→AON→TTd→DP→ACAv6a→cing,6,"[0.38774, 0.047086, 0.005521, 0.024271, 0.02722, 0.052184, 0.025194]",LPO,cing
LPO,LPO→SI→AON→TTd→DP→ACAv6a→ACAv5,6,"[0.38774, 0.047086, 0.005521, 0.024271, 0.02722, 0.052184, 0.026141]",LPO,ACAv5
LPO,LPO→SI→AON→TTd→DP→ACAv6a→RSPv6a→ACAv5→RSPv5,8,"[0.38774, 0.047086, 0.005521, 0.024271, 0.02722, 0.052184, 0.028951, 0.026141, 0.020096]",LPO,RSPv5
LSr,LSr→SF→fi→alv→ec→HATA,5,"[0.292326, 0.126405, 0.040631, 0.023363, 0.007552, 0.014696]",LSr,HATA
LSr,LSr→SF→fi→alv→PA→ENTm5→ENTm3→ENTm2,7,"[0.292326, 0.126405, 0.040631, 0.023363, 0.010854, 0.015231, 0.015689, 0.01354]",LSr,ENTm2
LSr,LSr→SF→fi→alv→PA→ENTm5→ENTm3→ENTm2→TR,8,"[0.292326, 0.126405, 0.040631, 0.023363, 0.010854, 0.015231, 0.015689, 0.01354, 0.004201]",LSr,TR
LSr,LSr→SF→fi→alv→PA→ENTm5→ENTm3,6,"[0.292326, 0.126405, 0.040631, 0.023363, 0.010854, 0.015231, 0.015689]",LSr,ENTm3
LSr,LSr→SF→fi→alv→PA→ENTm5,5,"[0.292326, 0.126405, 0.040631, 0.023363, 0.010854, 0.015231]",LSr,ENTm5
LSr,LSr→SF→fi→alv→PA→ENTm5→ENTm3→ENTm2→TR→ENTl5,9,"[0.292326, 0.126405, 0.040631, 0.023363, 0.010854, 0.015231, 0.015689, 0.01354, 0.004201, 0.005683]",LSr,ENTl5
LSr,LSr→SF→fi→alv→PA→ENTm5→ENTm3→ENTm2→TR→EPv,9,"[0.292326, 0.126405, 0.040631, 0.023363, 0.010854, 0.015231, 0.015689, 0.01354, 0.004201, 0.00293]",LSr,EPv
