start_node,end_node,path,path_length,edges_used,replaced_path,replaced_start_node
351,42,351→900→477→436→581→129→549→997→10703→982→1089→382→466→443→484682516→430→542→0→834→842→851→10→17→26→42,24,52,BST→aco→STR→fx→TRS→V3→TH→root→DG-mo→FC→HPF→CA1→alv→dhc→ccb→RSPv2/3→RSPv1→0→SCzo→SCsg→SCop→SCig→SCiw→SCdg→SCdw,BST
351,478,351→900→477→436→581→129→549→997→10703→982→1089→382→466→484682516→430→687→610→774→906→279→940→510→478,22,54,BST→aco→STR→fx→TRS→V3→TH→root→DG-mo→FC→HPF→CA1→alv→ccb→RSPv2/3→RSPv5→RSPd5→RSPagl5→RSPagl6a→RSPagl6b→cing→SSp-ll6b→SSp-ll6a,BST
351,590,351→900→477→436→581→129→549→997→10703→982→1089→382→466→443→484682516→430→687→590,17,54,BST→aco→STR→fx→TRS→V3→TH→root→DG-mo→FC→HPF→CA1→alv→dhc→ccb→RSPv2/3→RSPv5→RSPv6a,BST
351,26,351→900→477→436→581→129→549→997→10703→982→1089→382→466→443→484682516→430→542→0→834→842→851→10→17→26,23,51,BST→aco→STR→fx→TRS→V3→TH→root→DG-mo→FC→HPF→CA1→alv→dhc→ccb→RSPv2/3→RSPv1→0→SCzo→SCsg→SCop→SCig→SCiw→SCdg,BST
351,9,351→900→477→436→581→129→549→997→10703→982→1089→382→466→484682516→484682512→940→510→478→9,18,48,BST→aco→STR→fx→TRS→V3→TH→root→DG-mo→FC→HPF→CA1→alv→ccb→scwm→cing→SSp-ll6b→SSp-ll6a→SSp-tr6a,BST
351,510,351→900→477→436→581→129→549→997→10703→982→1089→382→466→484682516→430→687→590→940→510,18,61,BST→aco→STR→fx→TRS→V3→TH→root→DG-mo→FC→HPF→CA1→alv→ccb→RSPv2/3→RSPv5→RSPv6a→cing→SSp-ll6b,BST
351,774,351→900→477→436→581→129→549→997→10703→982→1089→382→466→443→484682516→430→687→610→434→965→774,20,45,BST→aco→STR→fx→TRS→V3→TH→root→DG-mo→FC→HPF→CA1→alv→dhc→ccb→RSPv2/3→RSPv5→RSPd5→RSPd2/3→RSPagl2/3→RSPagl5,BST
351,706,351→900→477→436→581→129→549→997→313→1061→706,10,51,BST→aco→STR→fx→TRS→V3→TH→root→MB→PPT→OP,BST
351,502,351→900→477→436→581→129→549→997→10703→982→1089→502,11,60,BST→aco→STR→fx→TRS→V3→TH→root→DG-mo→FC→HPF→SUB,BST
351,484682516,351→1009→802→549→64→997→603→466→484682516,8,56,BST→fiber tracts→sm→TH→AD→root→fi→alv→ccb,BST
351,810,351→900→477→436→581→129→549→997→10703→982→1089→382→466→484682516→940→819→810,16,68,BST→aco→STR→fx→TRS→V3→TH→root→DG-mo→FC→HPF→CA1→alv→ccb→cing→ACAv6b→ACAv6a,BST
351,772,351→477→81→672→956→940→819→810→772,8,97,BST→STR→VL→CP→fa→cing→ACAv6b→ACAv6a→ACAv5,BST
351,814,351→477→266→258→672→956→698→814,7,11,BST→STR→LSv→LSr→CP→fa→OLF→DP,BST
351,956,351→477→266→258→98→81→672→956,7,17,BST→STR→LSv→LSr→SEZ→VL→CP→fa,BST
351,783,351→477→266→258→98→81→672→956→484682512→1085→1021→783,11,13,BST→STR→LSv→LSr→SEZ→VL→CP→fa→scwm→MOs6b→MOs6a→AId6a,BST
351,255,351→262→549→255,3,35,BST→RT→TH→AV,BST
351,767,351→477→266→258→98→81→672→956→484682512→1085→831→783→1021→767,13,14,BST→STR→LSv→LSr→SEZ→VL→CP→fa→scwm→MOs6b→AId6b→AId6a→MOs6a→MOs5,BST
351,440,351→477→266→258→98→81→672→956→484682512→488→440,10,14,BST→STR→LSv→LSr→SEZ→VL→CP→fa→scwm→ORBl6b→ORBl6a,BST
351,1021,351→477→266→258→98→81→672→956→484682512→488→440→783→1021,12,15,BST→STR→LSv→LSr→SEZ→VL→CP→fa→scwm→ORBl6b→ORBl6a→AId6a→MOs6a,BST
351,526157192,351→477→266→258→98→81→672→956→484682512→1085→831→783→1021→767→526157192,14,16,BST→STR→LSv→LSr→SEZ→VL→CP→fa→scwm→MOs6b→AId6b→AId6a→MOs6a→MOs5→FRP5,BST
351,698,351→477→266→258→98→672→956→680→608→1125→288→969→698,12,21,BST→STR→LSv→LSr→SEZ→CP→fa→ORBvl6b→ORBvl6a→ORBvl5→ORBvl2/3→ORBvl1→OLF,BST
351,962,351→477→266→258→98→81→672→956→484682512→1085→831→783→1021→767→962,14,18,BST→STR→LSv→LSr→SEZ→VL→CP→fa→scwm→MOs6b→AId6b→AId6a→MOs6a→MOs5→MOs2/3,BST
351,1096,351→803→1009→802→549→1096,5,5,BST→PAL→fiber tracts→sm→TH→AMd,BST
351,575,351→803→802→549→262→1104→629→907→575,8,8,BST→PAL→sm→TH→RT→AMv→VAL→PCN→CL,BST
351,155,351→803→802→549→262→1104→629→907→575→155,9,11,BST→PAL→sm→TH→RT→AMv→VAL→PCN→CL→LD,BST
351,301,351→908→287→1009→301,4,10,BST→act→BAC→fiber tracts→st,BST
351,6,351→803→802→549→262→1009→6,6,19,BST→PAL→sm→TH→RT→fiber tracts→int,BST
351,603,351→803→1009→802→549→1096→1113→907→362→575→155→997→603,12,14,BST→PAL→fiber tracts→sm→TH→AMd→IAD→PCN→MD→CL→LD→root→fi,BST
351,1113,351→803→802→549→262→1104→629→907→575→362→1113,10,14,BST→PAL→sm→TH→RT→AMv→VAL→PCN→CL→MD→IAD,BST
351,463,351→803→1009→802→549→1096→1113→907→362→575→155→997→603→466→463,14,16,BST→PAL→fiber tracts→sm→TH→AMd→IAD→PCN→MD→CL→LD→root→fi→alv→CA3,BST
351,98,351→477→81→98,3,14,BST→STR→VL→SEZ,BST
351,597,351→477→98→698→597,4,18,BST→STR→SEZ→OLF→TTd,BST
