start_node,end_node,path,path_length,edges_used,replaced_path,replaced_start_node
693,58,693→614→194→210→58,4,10,VMH→TU→LHA→LM→MT,VMH
693,246,693→614→194→749→697→246,5,43,VMH→TU→LHA→VTA→ml→RR,VMH
693,255,693→576073704→63→194→802→262→255,6,24,VMH→PeF→PVHd→LHA→sm→RT→AV,VMH
693,543,693→614→194→342→403→663→780→543,7,9,VMH→TU→LHA→SI→MEA→COApm→PA→ENTm2,VMH
693,310,693→614→173→88→515→523→72→266→310,8,14,VMH→TU→RCH→AHN→MPN→MPO→ADP→LSv→SF,VMH
693,614454277,693→436→576073704→194→102→804→697→128→614454277,8,66,VMH→fx→PeF→LHA→nst→FF→ml→MRN→Su3,VMH
830,673,830→946→525→673,3,4,DMH→PH→SUM→mp,DMH
347,173,347→286→173,2,3,SBPV→SCH→RCH,SBPV
347,614,347→286→173→614,3,8,SBPV→SCH→RCH→TU,SBPV
347,1,347→30→118→830→1126→126→1004→1,7,16,SBPV→PVa→PVi→DMH→TMd→PVp→PMv→TMv,SBPV
347,1004,347→88→830→1004,3,17,SBPV→AHN→DMH→PMv,SBPV
347,606826647,347→286→173→614→1→1004→606826647,6,9,SBPV→SCH→RCH→TU→TMv→PMv→MMl,SBPV
347,525,347→286→173→614→1→1004→606826647→606826651→980→525,9,15,SBPV→SCH→RCH→TU→TMv→PMv→MMl→MMm→PMd→SUM,SBPV
347,946,347→286→173→614→1→1004→606826647→606826651→980→525→946,10,17,SBPV→SCH→RCH→TU→TMv→PMv→MMl→MMm→PMd→SUM→PH,SBPV
347,732,347→286→173→614→1→1004→606826647→606826651→732,8,12,SBPV→SCH→RCH→TU→TMv→PMv→MMl→MMm→MMme,SBPV
347,194,347→286→173→614→194,4,11,SBPV→SCH→RCH→TU→LHA,SBPV
347,349,347→286→173→614→349,4,7,SBPV→SCH→RCH→TU→sup,SBPV
347,606826651,347→286→173→614→1→1004→606826647→606826651,7,17,SBPV→SCH→RCH→TU→TMv→PMv→MMl→MMm,SBPV
347,54,347→286→173→614→1→1004→606826647→606826651→980→525→54,10,16,SBPV→SCH→RCH→TU→TMv→PMv→MMl→MMm→PMd→SUM→mfb,SBPV
347,125,347→88→390→125,3,6,SBPV→AHN→SO→opt,SBPV
347,749,347→88→436→194→364→749,5,12,SBPV→AHN→fx→LHA→PSTN→VTA,SBPV
347,980,347→30→118→830→946→525→732→606826651→980,8,22,SBPV→PVa→PVi→DMH→PH→SUM→MMme→MMm→PMd,SBPV
347,609,347→38→63→181→609,4,21,SBPV→PVH→PVHd→RE→SPA,SBPV
347,226,347→38→351→1109→226,4,23,SBPV→PVH→BST→PS→LPO,SBPV
347,403,347→88→576073704→194→349→125→403,6,11,SBPV→AHN→PeF→LHA→sup→opt→MEA,SBPV
347,830,347→30→118→830,3,5,SBPV→PVa→PVi→DMH,SBPV
347,484682528,347→286→173→614→194→349→125→403→559→484682528,9,11,SBPV→SCH→RCH→TU→LHA→sup→opt→MEA→CEAm→stc,SBPV
347,607344862,347→286→173→614→1→1004→606826647→525→749→607344862,9,11,SBPV→SCH→RCH→TU→TMv→PMv→MMl→SUM→VTA→IPRL,SBPV
347,559,347→286→173→614→194→349→125→403→559,8,12,SBPV→SCH→RCH→TU→LHA→sup→opt→MEA→CEAm,SBPV
347,607344830,347→286→173→614→1→1004→606826647→525→749→607344862→607344830,10,12,SBPV→SCH→RCH→TU→TMv→PMv→MMl→SUM→VTA→IPRL→PN,SBPV
347,12,347→30→118→38→63→181→609→197→397→12,9,19,SBPV→PVa→PVi→PVH→PVHd→RE→SPA→RL→vtd→IF,SBPV
347,812,347→286→173→614→1→1004→606826647→525→749→607344862→607344830→12→607344854→679→812,14,16,SBPV→SCH→RCH→TU→TMv→PMv→MMl→SUM→VTA→IPRL→PN→IF→IPDM→CS→dscp,SBPV
347,679,347→88→614→1→1004→606826647→525→749→607344862→607344830→12→607344854→679,12,30,SBPV→AHN→TU→TMv→PMv→MMl→SUM→VTA→IPRL→PN→IF→IPDM→CS,SBPV
347,63,347→38→63,2,3,SBPV→PVH→PVHd,SBPV
347,1077,347→88→576073704→63→38→181→1077,6,22,SBPV→AHN→PeF→PVHd→PVH→RE→PR,SBPV
347,181,347→38→181,2,4,SBPV→PVH→RE,SBPV
118,133,118→30→133,2,5,PVi→PVa→PVpo,PVi
118,347,118→347,1,1,PVi→SBPV,PVi
118,63,118→63,1,2,PVi→PVHd,PVi
118,129,118→129,1,7,PVi→V3,PVi
118,38,118→38,1,1,PVi→PVH,PVi
118,272,118→88→515→272,3,18,PVi→AHN→MPN→AVPV,PVi
118,362,118→38→181→15→149→362,5,15,PVi→PVH→RE→PT→PVT→MD,PVi
118,149,118→347→30→133→515→38→181→149,7,16,PVi→SBPV→PVa→PVpo→MPN→PVH→RE→PVT,PVi
118,599,118→38→181→15→149→362→599,6,10,PVi→PVH→RE→PT→PVT→MD→CM,PVi
118,946,118→946,1,1,PVi→PH,PVi
118,802,118→38→194→802,3,5,PVi→PVH→LHA→sm,PVi
63,262,63→262,1,1,PVHd→RT,PVHd
63,149,63→1077→181→149,3,14,PVHd→PR→RE→PVT,PVHd
63,564,63→576073704→436→310→258→564,5,41,PVHd→PeF→fx→SF→LSr→MS,PVHd
63,310,63→1077→436→310,3,19,PVHd→PR→fx→SF,PVHd
63,908,63→38→908,2,6,PVHd→PVH→act,PVHd
693,155,693→830→436→576073704→194→125→262→155,7,44,VMH→DMH→fx→PeF→LHA→opt→RT→LD,VMH
830,1031,830→194→102→1031,3,5,DMH→LHA→nst→GPi,DMH
830,1022,830→946→690→1096→1104→262→1022,6,15,DMH→PH→mtt→AMd→AMv→RT→GPe,DMH
830,298,830→194→342→298,3,8,DMH→LHA→SI→MA,DMH
830,460,830→946→194→364→749→246→128→460,7,29,DMH→PH→LHA→PSTN→VTA→RR→MRN→MEV,DMH
830,551,830→194→342→559→551,4,7,DMH→LHA→SI→CEAm→CEAl,DMH
830,780,830→693→173→88→390→403→780,6,15,DMH→VMH→RCH→AHN→SO→MEA→PA,DMH
830,911,830→194→749→697→128→911,5,26,DMH→LHA→VTA→ml→MRN→IVn,DMH
830,581,830→63→38→351→436→581,5,16,DMH→PVHd→PVH→BST→fx→TRS,DMH
523,523,523,0,1,MPO,MPO
523,226,523→226,1,1,MPO→LPO,MPO
523,263,523→263,1,1,MPO→AVP,MPO
523,351,523→1109→351,2,5,MPO→PS→BST,MPO
523,342,523→226→342,2,2,MPO→LPO→SI,MPO
523,194,523→226→194,2,2,MPO→LPO→LHA,MPO
523,56,523→226→342→56,3,3,MPO→LPO→SI→ACB,MPO
523,576073704,523→226→194→576073704,3,3,MPO→LPO→LHA→PeF,MPO
523,1109,523→1109,1,1,MPO→PS,MPO
523,614,523→226→194→614,3,9,MPO→LPO→LHA→TU,MPO
523,1,523→226→194→614→1,4,10,MPO→LPO→LHA→TU→TMv,MPO
523,980,523→226→194→614→1→1004→980,6,15,MPO→LPO→LHA→TU→TMv→PMv→PMd,MPO
523,1004,523→88→173→614→1004,4,11,MPO→AHN→RCH→TU→PMv,MPO
523,210,523→226→194→210,3,9,MPO→LPO→LHA→LM,MPO
523,525,523→226→194→525,3,14,MPO→LPO→LHA→SUM,MPO
523,946,523→226→194→946,3,7,MPO→LPO→LHA→PH,MPO
523,149,523→226→194→946→609→149,5,48,MPO→LPO→LHA→PH→SPA→PVT,MPO
523,749,523→226→194→749,3,16,MPO→LPO→LHA→VTA,MPO
523,595,523→1109→351→802→362→149→595,6,31,MPO→PS→BST→sm→MD→PVT→fr,MPO
523,362,523→1109→351→802→15→362,5,35,MPO→PS→BST→sm→PT→MD,MPO
523,54,523→226→194→54,3,3,MPO→LPO→LHA→mfb,MPO
523,830,523→226→194→946→830,4,18,MPO→LPO→LHA→PH→DMH,MPO
523,12,523→226→194→54→749→12,5,35,MPO→LPO→LHA→mfb→VTA→IF,MPO
523,364,523→226→194→364,3,3,MPO→LPO→LHA→PSTN,MPO
523,679,523→226→194→54→749→679,5,16,MPO→LPO→LHA→mfb→VTA→CS,MPO
523,238,523→226→194→210→525→673→749→679→238,8,23,MPO→LPO→LHA→LM→SUM→mp→VTA→CS→RPO,MPO
342,263,342→226→523→263,3,4,SI→LPO→MPO→AVP,SI
342,226,342→226,1,1,SI→LPO,SI
342,342,342,0,1,SI,SI
342,523,342→226→523,2,3,SI→LPO→MPO,SI
342,1109,342→1109,1,3,SI→PS,SI
342,194,342→226→194,2,3,SI→LPO→LHA,SI
342,56,342→56,1,2,SI→ACB,SI
342,351,342→226→351,2,7,SI→LPO→BST,SI
342,23,342→23,1,5,SI→AAA,SI
342,364,342→194→364,2,5,SI→LHA→PSTN,SI
342,559,342→559,1,3,SI→CEAm,SI
342,749,342→226→194→364→749,4,5,SI→LPO→LHA→PSTN→VTA,SI
342,576073704,342→226→194→576073704,3,4,SI→LPO→LHA→PeF,SI
342,54,342→226→194→364→54,4,6,SI→LPO→LHA→PSTN→mfb,SI
342,544,342→559→544,2,6,SI→CEAm→CEAc,SI
342,15,342→226→194→262→15,4,7,SI→LPO→LHA→RT→PT,SI
342,697,342→226→194→364→749→697,5,8,SI→LPO→LHA→PSTN→VTA→ml,SI
342,525,342→226→194→946→525,4,12,SI→LPO→LHA→PH→SUM,SI
342,802,342→226→194→802,3,6,SI→LPO→LHA→sm,SI
342,946,342→226→194→946,3,9,SI→LPO→LHA→PH,SI
342,596,342→596,1,5,SI→NDB,SI
342,436,342→226→194→576073704→436,4,5,SI→LPO→LHA→PeF→fx,SI
342,149,342→226→194→262→15→149,5,9,SI→LPO→LHA→RT→PT→PVT,SI
342,59,342→226→194→262→15→149→59,6,13,SI→LPO→LHA→RT→PT→PVT→IMD,SI
342,599,342→226→194→262→15→149→599,6,11,SI→LPO→LHA→RT→PT→PVT→CM,SI
342,146,342→194→364→749→146,4,16,SI→LHA→PSTN→VTA→PRNr,SI
342,362,342→226→194→262→15→362,5,12,SI→LPO→LHA→RT→PT→MD,SI
342,12,342→226→194→946→12,4,11,SI→LPO→LHA→PH→IF,SI
342,591,342→194→364→749→374→1052→128→681→591,8,14,SI→LHA→PSTN→VTA→SNc→PPN→MRN→mtg→CLI,SI
342,1004,342→226→194→54→525→946→1126→1004,7,11,SI→LPO→LHA→mfb→SUM→PH→TMd→PMv,SI
342,1093,342→226→194→364→749→146→574→1093,7,10,SI→LPO→LHA→PSTN→VTA→PRNr→TRN→PRNc,SI
342,1126,342→226→194→54→525→946→1126,6,10,SI→LPO→LHA→mfb→SUM→PH→TMd,SI
342,515,342→226→523→515,3,12,SI→LPO→MPO→MPN,SI
342,980,342→226→194→54→525→946→1126→980,7,12,SI→LPO→LHA→mfb→SUM→PH→TMd→PMd,SI
342,841,342→226→194→364→749→146→574→1093→841,8,11,SI→LPO→LHA→PSTN→VTA→PRNr→TRN→PRNc→tb,SI
342,681,342→194→364→749→681,4,12,SI→LHA→PSTN→VTA→mtg,SI
342,128,342→194→364→749→374→1052→128,6,16,SI→LHA→PSTN→VTA→SNc→PPN→MRN,SI
342,609,342→226→194→946→609,4,7,SI→LPO→LHA→PH→SPA,SI
342,930,342→226→194→262→15→149→186→930,7,20,SI→LPO→LHA→RT→PT→PVT→LH→PF,SI
342,186,342→226→194→262→15→149→186,6,19,SI→LPO→LHA→RT→PT→PVT→LH,SI
342,1105,342→559→1105,2,6,SI→CEAm→IA,SI
342,327,342→23→327,2,6,SI→AAA→BMAa,SI
342,266,342→351→266,2,10,SI→BST→LSv,SI
342,197,342→226→194→364→749→681→197,6,12,SI→LPO→LHA→PSTN→VTA→mtg→RL,SI
342,133,342→226→351→515→133,4,9,SI→LPO→BST→MPN→PVpo,SI
342,38,342→226→351→515→133→30→38,6,11,SI→LPO→BST→MPN→PVpo→PVa→PVH,SI
342,83,342→226→194→364→749→697→83,6,14,SI→LPO→LHA→PSTN→VTA→ml→IO,SI
342,50,342→226→194→946→609→50,5,8,SI→LPO→LHA→PH→SPA→PRC,SI
342,484682528,342→559→23→327→484682528,4,8,SI→CEAm→AAA→BMAa→stc,SI
342,72,342→351→266→72,3,11,SI→BST→LSv→ADP,SI
342,639,342→559→23→327→639,4,8,SI→CEAm→AAA→BMAa→COAa,SI
342,298,342→298,1,3,SI→MA,SI
342,549009203,342→226→194→946→609→50→549009203,6,11,SI→LPO→LHA→PH→SPA→PRC→RPF,SI
342,88,342→351→266→72→523→515→88,6,14,SI→BST→LSv→ADP→MPO→MPN→AHN,SI
1109,1109,1109,0,1,PS,PS
1109,351,1109→351,1,1,PS→BST,PS
1109,523,1109→523,1,1,PS→MPO,PS
1109,226,1109→523→226,2,3,PS→MPO→LPO,PS
1109,342,1109→342,1,4,PS→SI,PS
1109,194,1109→523→226→194,3,9,PS→MPO→LPO→LHA,PS
1109,88,1109→523→88,2,8,PS→MPO→AHN,PS
1109,576073704,1109→523→596→226→194→576073704,5,8,PS→MPO→NDB→LPO→LHA→PeF,PS
1109,63,1109→351→88→63,3,16,PS→BST→AHN→PVHd,PS
1109,181,1109→351→226→194→946→181,5,23,PS→BST→LPO→LHA→PH→RE,PS
1109,54,1109→523→226→194→54,4,12,PS→MPO→LPO→LHA→mfb,PS
1109,56,1109→342→56,2,4,PS→SI→ACB,PS
1109,560581559,1109→351→226→194→63→181→560581559,6,8,PS→BST→LPO→LHA→PVHd→RE→Xi,PS
1109,436,1109→523→226→194→436,4,10,PS→MPO→LPO→LHA→fx,PS
1109,599,1109→226→342→194→63→181→599,6,20,PS→LPO→SI→LHA→PVHd→RE→CM,PS
1109,980,1109→523→226→194→980,4,22,PS→MPO→LPO→LHA→PMd,PS
1109,125,1109→523→88→173→125,4,15,PS→MPO→AHN→RCH→opt,PS
1109,15,1109→351→802→15,3,12,PS→BST→sm→PT,PS
1109,749,1109→226→194→54→749,4,26,PS→LPO→LHA→mfb→VTA,PS
1109,614,1109→523→88→173→614,4,7,PS→MPO→AHN→RCH→TU,PS
1109,946,1109→523→226→194→946,4,13,PS→MPO→LPO→LHA→PH,PS
1109,564,1109→523→72→564,3,8,PS→MPO→ADP→MS,PS
1109,1113,1109→351→802→262→1104→1096→255→64→362→1113,9,18,PS→BST→sm→RT→AMv→AMd→AV→AD→MD→IAD,PS
1109,362,1109→351→802→262→1104→1096→255→64→362,8,21,PS→BST→sm→RT→AMv→AMd→AV→AD→MD,PS
1109,802,1109→351→226→194→802,4,8,PS→BST→LPO→LHA→sm,PS
1109,697,1109→226→194→525→673→749→697,6,21,PS→LPO→LHA→SUM→mp→VTA→ml,PS
1109,673,1109→523→226→194→614→946→525→607344846→673,8,14,PS→MPO→LPO→LHA→TU→PH→SUM→IPL→mp,PS
1109,1096,1109→351→226→194→802→1104→1096,6,6,PS→BST→LPO→LHA→sm→AMv→AMd,PS
1109,146,1109→523→88→173→614→1→210→525→673→607344830→749→146,11,39,PS→MPO→AHN→RCH→TU→TMv→LM→SUM→mp→PN→VTA→PRNr,PS
1109,1,1109→523→515→88→693→614→1,6,14,PS→MPO→MPN→AHN→VMH→TU→TMv,PS
1109,830,1109→523→226→194→830,4,16,PS→MPO→LPO→LHA→DMH,PS
1109,606826651,1109→523→226→194→436→980→606826651,6,7,PS→MPO→LPO→LHA→fx→PMd→MMm,PS
1109,64,1109→351→226→194→802→1104→1096→255→64,8,8,PS→BST→LPO→LHA→sm→AMv→AMd→AV→AD,PS
1109,525,1109→523→226→194→525,4,13,PS→MPO→LPO→LHA→SUM,PS
1109,210,1109→523→88→173→614→1→210,6,8,PS→MPO→AHN→RCH→TU→TMv→LM,PS
1109,128,1109→523→88→173→614→1→210→525→673→749→697→246→128,12,34,PS→MPO→AHN→RCH→TU→TMv→LM→SUM→mp→VTA→ml→RR→MRN,PS
1109,173,1109→523→88→173,3,6,PS→MPO→AHN→RCH,PS
1109,266,1109→351→266,2,7,PS→BST→LSv,PS
1109,258,1109→523→72→266→258,4,10,PS→MPO→ADP→LSv→LSr,PS
1109,812,1109→226→194→54→673→749→679→812,7,24,PS→LPO→LHA→mfb→mp→VTA→CS→dscp,PS
1109,186,1109→351→802→262→1104→1096→255→64→362→186,9,26,PS→BST→sm→RT→AMv→AMd→AV→AD→MD→LH,PS
1109,129,1109→351→226→194→980→946→129,6,6,PS→BST→LPO→LHA→PMd→PH→V3,PS
1109,1052,1109→226→194→356→364→924→58→749→1043→128→1052,10,22,PS→LPO→LHA→PST→PSTN→cpd→MT→VTA→tspc→MRN→PPN,PS
1109,679,1109→226→194→351→802→262→1104→1096→255→64→362→575→186→930→595→12→607344854→679,17,37,PS→LPO→LHA→BST→sm→RT→AMv→AMd→AV→AD→MD→CL→LH→PF→fr→IF→IPDM→CS,PS
1109,149,1109→226→194→946→414→609→149,6,42,PS→LPO→LHA→PH→SPFm→SPA→PVT,PS
1109,607344858,1109→226→342→194→351→802→262→1104→1096→255→64→362→186→595→749→146→679→607344858,17,30,PS→LPO→SI→LHA→BST→sm→RT→AMv→AMd→AV→AD→MD→LH→fr→VTA→PRNr→CS→IPDL,PS
1109,575,1109→351→802→262→1104→1096→255→64→362→575,9,18,PS→BST→sm→RT→AMv→AMd→AV→AD→MD→CL,PS
226,1109,226→1109,1,3,LPO→PS,LPO
226,226,226,0,1,LPO,LPO
226,351,226→351,1,1,LPO→BST,LPO
226,342,226→342,1,1,LPO→SI,LPO
226,523,226→523,1,1,LPO→MPO,LPO
226,194,226→194,1,1,LPO→LHA,LPO
226,258,226→342→56→258,3,16,LPO→SI→ACB→LSr,LPO
226,56,226→342→56,2,2,LPO→SI→ACB,LPO
226,525,226→194→525,2,7,LPO→LHA→SUM,LPO
226,436,226→194→576073704→436,3,4,LPO→LHA→PeF→fx,LPO
226,403,226→342→403,2,4,LPO→SI→MEA,LPO
226,639,226→342→298→23→639,4,18,LPO→SI→MA→AAA→COAa,LPO
226,614,226→194→614,2,3,LPO→LHA→TU,LPO
226,181,226→194→946→181,3,12,LPO→LHA→PH→RE,LPO
226,149,226→194→351→802→186→595→149,6,26,LPO→LHA→BST→sm→LH→fr→PVT,LPO
226,946,226→194→946,2,3,LPO→LHA→PH,LPO
226,1,226→194→614→1,3,4,LPO→LHA→TU→TMv,LPO
226,1004,226→194→576073704→614→1004,4,21,LPO→LHA→PeF→TU→PMv,LPO
226,980,226→194→980,2,6,LPO→LHA→PMd,LPO
226,606826651,226→194→946→980→606826651,4,14,LPO→LHA→PH→PMd→MMm,LPO
226,732,226→194→946→525→732,4,18,LPO→LHA→PH→SUM→MMme,LPO
226,753,226→194→525→753,3,5,LPO→LHA→SUM→pm,LPO
226,50,226→194→351→802→186→50,5,9,LPO→LHA→BST→sm→LH→PRC,LPO
226,690,226→194→690,2,13,LPO→LHA→mtt,LPO
523,673,523→226→194→614→1→210→525→673,7,10,MPO→LPO→LHA→TU→TMv→LM→SUM→mp,MPO
523,607344862,523→226→194→614→1→210→525→607344862,7,13,MPO→LPO→LHA→TU→TMv→LM→SUM→IPRL,MPO
523,914,523→914,1,1,MPO→PD,MPO
351,351,351,0,2,BST,BST
351,226,351→226,1,2,BST→LPO,BST
351,523,351→523,1,1,BST→MPO,BST
523,515,523→515,1,1,MPO→MPN,MPO
523,88,523→88,1,1,MPO→AHN,MPO
523,125,523→689→390→125,3,11,MPO→VLPO→SO→opt,MPO
523,872,523→226→194→54→749→12→591→62→872,8,43,MPO→LPO→LHA→mfb→VTA→IF→CLI→mlf→DR,MPO
523,898,523→194→749→697→146→128→898,6,50,MPO→LHA→VTA→ml→PRNr→MRN→PCG,MPO
523,280,523→194→749→697→146→128→898→280,7,30,MPO→LHA→VTA→ml→PRNr→MRN→PCG→B,MPO
523,147,523→226→194→614→1→210→58→749→697→146→128→898→147,12,29,MPO→LPO→LHA→TU→TMv→LM→MT→VTA→ml→PRNr→MRN→PCG→LC,MPO
523,607344830,523→226→194→525→673→607344830,5,29,MPO→LPO→LHA→SUM→mp→PN,MPO
523,812,523→226→194→525→673→749→12→812,7,26,MPO→LPO→LHA→SUM→mp→VTA→IF→dscp,MPO
523,397,523→226→194→54→749→397,5,31,MPO→LPO→LHA→mfb→VTA→vtd,MPO
523,231,523→226→194→54→749→679→231,6,20,MPO→LPO→LHA→mfb→VTA→CS→AT,MPO
523,460,523→226→194→210→58→749→697→146→128→162→898→460,11,32,MPO→LPO→LHA→LM→MT→VTA→ml→PRNr→MRN→LDT→PCG→MEV,MPO
523,358,523→194→749→128→898→358,5,35,MPO→LHA→VTA→MRN→PCG→SLD,MPO
523,173,523→88→173,2,3,MPO→AHN→RCH,MPO
523,6,523→1109→351→6,3,8,MPO→PS→BST→int,MPO
523,436,523→226→194→576073704→436,4,8,MPO→LPO→LHA→PeF→fx,MPO
523,381,523→226→194→749→374→381,5,15,MPO→LPO→LHA→VTA→SNc→SNr,MPO
523,58,523→226→194→614→1→210→58,6,14,MPO→LPO→LHA→TU→TMv→LM→MT,MPO
523,697,523→226→194→364→749→697,5,26,MPO→LPO→LHA→PSTN→VTA→ml,MPO
523,374,523→226→194→749→374,4,11,MPO→LPO→LHA→VTA→SNc,MPO
523,403,523→226→342→403,3,3,MPO→LPO→SI→MEA,MPO
523,128,523→226→194→749→697→146→128,6,28,MPO→LPO→LHA→VTA→ml→PRNr→MRN,MPO
523,118,523→226→194→946→118,4,22,MPO→LPO→LHA→PH→PVi,MPO
523,559,523→226→342→559,3,4,MPO→LPO→SI→CEAm,MPO
523,146,523→226→194→614→1→210→525→673→749→146,9,22,MPO→LPO→LHA→TU→TMv→LM→SUM→mp→VTA→PRNr,MPO
523,1052,523→226→194→749→697→146→128→1052,7,23,MPO→LPO→LHA→VTA→ml→PRNr→MRN→PPN,MPO
523,129,523→226→194→946→129,4,15,MPO→LPO→LHA→PH→V3,MPO
523,1044,523→226→194→749→679→238→62→604→898→616→1052→128→1044,12,32,MPO→LPO→LHA→VTA→CS→RPO→mlf→NI→PCG→CUN→PPN→MRN→PP,MPO
523,544,523→226→298→403→23→544,5,14,MPO→LPO→MA→MEA→AAA→CEAc,MPO
523,551,523→226→342→559→551,4,9,MPO→LPO→SI→CEAm→CEAl,MPO
523,271,523→226→194→614→1→210→58→381→271,8,38,MPO→LPO→LHA→TU→TMv→LM→MT→SNr→SAG,MPO
523,534,523→226→194→749→246→1052→534,6,50,MPO→LPO→LHA→VTA→RR→PPN→SUT,MPO
523,616,523→226→194→749→697→146→128→616,7,35,MPO→LPO→LHA→VTA→ml→PRNr→MRN→CUN,MPO
523,549009215,523→226→194→749→128→146→549009215,6,33,MPO→LPO→LHA→VTA→MRN→PRNr→P5,MPO
523,658,523→226→194→749→697→146→1093→658,7,18,MPO→LPO→LHA→VTA→ml→PRNr→PRNc→ll,MPO
523,114,523→226→194→364→804→128→1052→534→549009223→114,9,40,MPO→LPO→LHA→PSTN→FF→MRN→PPN→SUT→PC5→SOCl,MPO
523,911,523→226→194→525→673→749→697→146→128→911,9,36,MPO→LPO→LHA→SUM→mp→VTA→ml→PRNr→MRN→IVn,MPO
523,484682520,523→564→310→603→466→971→484682520,6,21,MPO→MS→SF→fi→alv→fp→or,MPO
523,1069,523→226→194→749→128→1093→1048→307→1069,8,33,MPO→LPO→LHA→VTA→MRN→PRNc→GRN→MARN→PPY,MPO
523,661,523→226→194→364→749→697→1069→661,7,30,MPO→LPO→LHA→PSTN→VTA→ml→PPY→VII,MPO
523,1093,523→226→194→364→749→146→1093,6,20,MPO→LPO→LHA→PSTN→VTA→PRNr→PRNc,MPO
523,83,523→226→194→364→749→697→83,6,21,MPO→LPO→LHA→PSTN→VTA→ml→IO,MPO
523,978,523→226→194→364→749→128→1093→1048→978,8,15,MPO→LPO→LHA→PSTN→VTA→MRN→PRNc→GRN→PGRNl,MPO
523,609,523→226→194→946→609,4,26,MPO→LPO→LHA→PH→SPA,MPO
523,596,523→226→596,2,4,MPO→LPO→NDB,MPO
523,102,523→226→194→102,3,3,MPO→LPO→LHA→nst,MPO
523,262,523→1109→351→262,3,17,MPO→PS→BST→RT,MPO
523,246,523→226→194→364→749→246,5,16,MPO→LPO→LHA→PSTN→VTA→RR,MPO
523,591,523→226→194→54→749→12→591,6,26,MPO→LPO→LHA→mfb→VTA→IF→CLI,MPO
523,298,523→226→342→298,3,6,MPO→LPO→SI→MA,MPO
523,23,523→226→342→23,3,4,MPO→LPO→SI→AAA,MPO
523,72,523→72,1,1,MPO→ADP,MPO
523,484682528,523→226→342→559→484682528,4,4,MPO→LPO→SI→CEAm→stc,MPO
523,327,523→226→342→559→403→327,5,11,MPO→LPO→SI→CEAm→MEA→BMAa,MPO
523,162,523→226→194→749→697→146→128→162,7,46,MPO→LPO→LHA→VTA→ml→PRNr→MRN→LDT,MPO
523,62,523→226→194→54→749→679→231→128→62,8,39,MPO→LPO→LHA→mfb→VTA→CS→AT→MRN→mlf,MPO
1109,72,1109→72,1,4,PS→ADP,PS
1109,900,1109→351→900,2,3,PS→BST→aco,PS
1109,347,1109→523→226→194→830→347,5,19,PS→MPO→LPO→LHA→DMH→SBPV,PS
1109,356,1109→226→194→356,3,5,PS→LPO→LHA→PST,PS
1109,364,1109→351→515→88→173→614→1→210→525→364,9,18,PS→BST→MPN→AHN→RCH→TU→TMv→LM→SUM→PSTN,PS
1109,349,1109→351→515→88→173→614→349,6,11,PS→BST→MPN→AHN→RCH→TU→sup,PS
1109,924,1109→226→194→356→364→924,5,7,PS→LPO→LHA→PST→PSTN→cpd,PS
1109,263,1109→523→263,2,3,PS→MPO→AVP,PS
1109,287,1109→351→287,2,3,PS→BST→BAC,PS
1109,689,1109→523→689,2,5,PS→MPO→VLPO,PS
1109,12,1109→351→802→262→1104→1096→255→64→362→575→186→930→595→12,13,28,PS→BST→sm→RT→AMv→AMd→AV→AD→MD→CL→LH→PF→fr→IF,PS
1109,390,1109→523→689→390,3,12,PS→MPO→VLPO→SO,PS
1109,470,1109→351→515→88→173→614→1→210→525→364→470,10,12,PS→BST→MPN→AHN→RCH→TU→TMv→LM→SUM→PSTN→STN,PS
1109,403,1109→342→403,2,4,PS→SI→MEA,PS
1109,246,1109→351→515→88→173→614→1→210→525→673→749→697→246,12,14,PS→BST→MPN→AHN→RCH→TU→TMv→LM→SUM→mp→VTA→ml→RR,PS
1109,559,1109→226→194→349→125→403→559,6,8,PS→LPO→LHA→sup→opt→MEA→CEAm,PS
1109,1043,1109→226→194→356→364→924→58→749→1043,8,11,PS→LPO→LHA→PST→PSTN→cpd→MT→VTA→tspc,PS
1109,38,1109→351→88→63→38,4,18,PS→BST→AHN→PVHd→PVH,PS
1109,616,1109→351→515→88→173→614→1→210→525→673→749→697→146→128→1052→616,15,18,PS→BST→MPN→AHN→RCH→TU→TMv→LM→SUM→mp→VTA→ml→PRNr→MRN→PPN→CUN,PS
1109,681,1109→351→515→88→173→614→1→210→525→673→749→697→12→812→681,14,16,PS→BST→MPN→AHN→RCH→TU→TMv→LM→SUM→mp→VTA→ml→IF→dscp→mtg,PS
1109,911,1109→523→88→173→614→1→210→525→673→607344830→749→697→246→128→616→911,15,30,PS→MPO→AHN→RCH→TU→TMv→LM→SUM→mp→PN→VTA→ml→RR→MRN→CUN→IVn,PS
1109,728,1109→226→194→356→364→924→58→749→1043→128→1052→728,11,18,PS→LPO→LHA→PST→PSTN→cpd→MT→VTA→tspc→MRN→PPN→arb,PS
72,72,72,0,1,ADP,ADP
72,1109,72→1109,1,2,ADP→PS,ADP
72,564,72→564,1,1,ADP→MS,ADP
72,351,72→1109→351,2,5,ADP→PS→BST,ADP
72,515,72→523→515,2,2,ADP→MPO→MPN,ADP
72,523,72→523,1,1,ADP→MPO,ADP
72,88,72→523→88,2,8,ADP→MPO→AHN,ADP
72,342,72→523→226→342,3,4,ADP→MPO→LPO→SI,ADP
72,614,72→523→515→88→173→614,5,12,ADP→MPO→MPN→AHN→RCH→TU,ADP
