start_node,end_node,path,path_length,edges_used
1077,230,1077→262→718→697→422→128→246→146→642→83→230,10,16
1077,534,1077→262→718→697→422→128→1052→534,7,13
1077,62,1077→262→718→697→422→128→246→146→642→83→222→1048→62,12,22
609,609,No valid edges,0,0
609,50,609→50,1,1
609,149,609→50→149,2,2
609,483,609→50→483,2,4
1077,733,1077→366→741→725→733,4,8
1077,725,1077→366→741→725,3,7
1077,332,1077→63→88→332,3,11
1077,606826651,1077→63→194→525→606826647→606826651,5,6
1077,732,1077→63→194→525→732,4,9
63,332,63→88→332,2,3
63,581,63→88→286→347→515→436→581,6,17
63,6,63→194→102→6,3,5
63,603,63→262→603,2,16
63,334,63→194→125→403→1105→334,5,17
63,663,63→88→436→351→342→23→484682528→327→403→1105→334→780→663,12,21
946,549009223,946→194→749→697→924→574→146→1093→658→114→549009223,10,33
946,794,946→194→749→697→1093→114→794,6,22
946,143,946→194→128→1043→146→1093→136→143,7,21
946,303,946→181→1077→63→194→226→342→559→1105→303,9,19
946,222,946→194→749→697→574→1093→1048→222,7,18
946,169,946→685→128→146→1093→1048→773→169,7,22
946,115,946→194→1043→128→115,4,27
436,30,436→576073704→194→614→173→117→286→347→30,8,16
436,850,436→946→850,2,2
436,534,436→946→534,2,4
436,549009215,436→38→194→364→128→381→374→246→1052→146→1093→549009215,11,14
194,910,194→226→342→56→258→814→910,6,29
194,608,194→226→342→6→672→440→608,6,37
830,484682524,830→63→194→102→6→262→484682524,6,13
830,27,830→576073704→194→125→403→6→262→484682524→178→27,9,14
830,966,830→576073704→194→342→559→1105→327→966,7,23
830,218,830→946→587→634→218,4,8
830,961,830→576073704→194→342→559→1105→327→966→961,8,17
830,334,830→693→173→88→390→403→327→334,7,12
830,215,830→946→525→673→697→128→215,6,22
830,451,830→194→342→559→327→451,5,23
830,672,830→693→614→349→125→403→342→1022→672,8,15
830,952,830→576073704→194→125→403→484682528→559→1105→327→966→952,10,16
830,579,830→576073704→436→581→310→603→466→579,7,29
830,355,830→576073704→194→125→403→484682528→559→1105→327→966→952→355,11,17
830,544,830→946→194→342→559→544,5,23
830,884,830→576073704→194→342→559→672→544→579→303→884,9,15
830,311,830→576073704→194→125→403→484682528→559→1105→327→451→311,10,16
830,788,830→194→342→559→23→327→788,6,21
830,655,830→576073704→194→125→403→484682528→559→1105→327→451→334→655,11,16
830,566,830→693→173→88→390→403→327→334→566,8,20
830,663,830→194→342→559→1105→327→451→334→566→655→663,10,36
436,23,436→614→194→226→342→23,5,8
436,298,436→194→226→342→298,4,8
830,64,830→1004→436→194→946→1077→690→181→15→1113→362→64,11,20
830,115,830→194→128→115,3,3
830,1069,830→194→54→749→697→574→1093→307→1069,8,25
830,58,830→946→681→749→58,4,27
830,812,830→194→54→749→812,4,13
830,358,830→685→741→930→898→358,5,28
830,350,830→685→741→930→128→1052→350,6,15
830,238,830→946→414→609→162→898→604→238,7,37
830,606826663,830→194→128→606826663,3,5
830,366,830→946→1077→366,3,4
830,718,830→1004→946→194→804→364→262→718,7,10
38,237,38→88→614→194→364→749→374→381→1052→123→7→852→1098→651→237,14,47
38,225,38→63→88→576073704→194→364→381→128→1052→658→612→146→1093→642→190→83→222→773→651→225,19,40
38,984,38→88→576073704→194→364→102→374→381→128→271→1052→728→984,12,21
38,850,38→88→614→194→364→749→374→381→128→1052→850,10,29
38,794,38→63→576073704→194→364→804→128→1052→123→78→794,10,44
88,429,88→576073704→194→364→374→381→874→658→78→549009223→866→955→136→1098→429,14,47
88,794,88→576073704→614→194→364→749→381→574→642→841→190→955→1098→429→794,14,35
88,589508451,88→576073704→614→436→194→364→749→374→381→271→1052→534→146→658→1093→1069→307→83→978→963→852→437→429→794→589508451,24,29
63,575,63→194→102→6→262→484682520→178→27→496345668→218→575,10,24
63,984,63→685→414→930→595→158→634→42→26→633→984,10,22
63,989,63→88→576073704→194→364→374→381→128→828→976→728→989,11,46
63,380,63→88→576073704→194→356→364→374→381→128→828→976→728→989→968→589508455→217→209→225→859→711→380,20,51
63,1039,63→88→436→194→364→749→374→381→128→1052→123→7→445→437→852→1098→651→1039,17,47
38,143,38→88→576073704→614→194→364→470→374→381→1052→534→549009215→114→661→978→143,15,32
38,350,38→88→614→194→364→749→374→246→1052→128→147→350,11,33
38,607344854,38→88→173→614→194→374→128→911→872→812→12→607344842→607344854,12,18
38,607344834,38→88→576073704→194→364→749→374→381→1052→534→898→872→812→607344854→607344834,14,23
38,607344846,38→88→614→194→364→749→374→381→1052→534→898→872→812→607344854→607344834→607344858→607344846,16,26
88,931,88→576073704→194→364→749→374→381→658→931,8,18
88,307,88→576073704→194→749→374→381→658→1093→1048→307,9,38
88,122,88→576073704→194→364→749→58→381→658→122,8,19
88,1043,88→576073704→194→364→374→381→874→658→1093→1069→307→83→1043,12,46
88,78,88→576073704→194→364→102→381→874→658→78,8,32
347,1052,347→88→436→194→54→749→128→1052,7,30
347,128,347→88→436→194→54→749→214→128,7,31
347,534,347→88→614→194→364→374→1052→534,7,15
347,852,347→88→614→194→364→697→128→534→621→852,9,26
347,651,347→88→614→194→364→697→128→534→621→852→651,10,33
347,460,347→88→614→194→364→374→381→128→616→460,9,29
347,147,347→88→614→194→364→374→1052→147,7,22
347,728,347→88→614→194→364→697→128→728,7,23
347,1098,347→88→614→194→364→374→1052→534→621→549009223→7→852→1098,12,23
347,839,347→88→614→194→364→697→128→534→621→852→651→839,11,35
347,280,347→88→614→194→364→374→1052→147→280,8,14
347,850,347→88→614→194→364→697→128→616→911→728→850,10,24
347,7,347→88→614→194→364→749→374→381→128→616→123→78→7,12,20
347,140,347→88→614→194→364→374→1052→128→140,8,16
347,553,347→88→614→194→364→749→697→230→190→1069→866→963→553,12,35
347,773,347→88→614→194→364→697→128→534→621→852→136→651→773,12,25
88,1091,88→614→194→364→374→381→1052→616→728→1091,9,22
88,850,88→576073704→194→364→749→381→1052→616→976→850,9,22
347,6,347→88→436→194→102→6,5,26
347,924,347→88→436→194→525→749→381→924,7,14
347,374,347→88→436→194→525→749→381→374,7,14
347,697,347→88→436→194→924→381→374→697,7,22
347,364,347→88→436→194→364,4,6
347,146,347→88→436→194→54→749→146,6,23
347,866,347→88→614→349→194→924→381→374→146→574→642→122→612→866,13,21
347,820,347→88→614→349→194→924→381→374→146→574→642→122→612→866→78→1091→658→828→811→820,19,42
347,206,347→88→614→349→194→924→381→374→146→574→642→697→206,12,21
347,356,347→88→614→349→6→470→364→356,7,10
347,106,347→88→614→349→194→924→381→374→146→574→642→122→612→866→852→445→106,16,24
347,1031,347→88→286→117→173→614→693→830→946→194→102→6→1031,12,18
347,1093,347→88→614→349→194→924→574→931→190→841→1093,10,44
347,1022,347→88→614→349→125→342→1031→1022,7,17
347,642,347→88→614→349→194→924→381→374→146→574→642,10,21
347,114,347→88→614→349→194→924→381→374→146→574→642→1093→105→114,13,25
347,672,347→88→614→349→125→342→1031→1022→672,8,18
347,908,347→88→576073704→194→342→908,5,9
38,607344858,38→88→614→194→364→749→374→381→1052→534→898→872→812→607344854→607344834→607344858,15,22
38,614454277,38→88→614→194→364→749→374→381→1052→534→147→460→614454277,12,18
38,607344830,38→88→576073704→194→364→749→607344830,6,21
38,874,38→63→181→1077→366→685→381→874,7,28
576073704,381,576073704→194→364→749→374→381,5,18
576073704,874,576073704→194→946→804→6→924→874,6,19
576073704,1044,576073704→194→125→6→321→66→1044,6,15
576073704,924,576073704→194→102→1031→6→924,5,16
576073704,607344846,576073704→194→58→749→679→607344850→607344846,6,14
576073704,607344854,576073704→436→351→802→1096→1113→15→362→930→749→607344830→12→607344854,12,21
576073704,560581563,576073704→194→125→6→321→66→1044→560581563,7,23
576073704,1079,576073704→194→364→374→381→924→1044→560581563→1079,8,19
38,549009227,38→88→194→364→102→374→381→128→1052→146→658→1093→114→7→549009227,14,29
693,1037,693→614→194→349→125→6→66→1044→560581563→1088→563807435→1029→10→916→1037,14,28
693,706,693→88→1077→414→609→158→634→1061→706,8,34
693,67,693→830→946→587→128→67,5,13
693,986,693→223→173→349→125→194→403→559→1022→672→986,10,10
693,520,693→614→194→125→403→559→1022→672→579→598→520,10,19
693,123,693→576073704→194→1031→6→262→484682524→218→1020→560581551→215→17→128→616→1052→123,15,41
693,612,693→614→194→403→125→6→560581563→563807435→1029→128→616→658→612,12,64
693,757,693→173→614→1004→606826647→525→673→749→679→128→757,10,22
693,1054,693→88→523→564→258→597→814→1054,7,23
693,827,693→223→118→173→576073699→133→515→287→908→351→266→258→597→814→827,14,27
693,304,693→88→523→1109→56→258→814→1054→827→556→707→171→304,12,12
693,940,693→1004→830→347→30→133→908→900→452→310→564→258→814→910→1125→608→440→526157196→1021→1085→940,20,25
63,280,63→88→436→194→364→749→374→381→128→1052→147→280,11,32
38,437,38→63→576073704→194→749→246→128→1052→658→146→114→661→978→136→852→437,15,52
88,350,88→576073704→614→194→525→753→690→946→128→162→898→358→350,12,32
63,621,63→685→741→930→549009203→128→460→147→202→621,9,35
88,7,88→576073704→194→364→102→374→381→271→1052→534→123→7,11,17
88,237,88→576073704→194→364→102→374→381→128→1052→123→534→549009227→7→852→1098→136→839→651→237,18,25
88,711,88→576073704→194→364→102→374→381→128→1052→123→534→549009227→7→852→1098→651→711,16,28
88,1039,88→576073704→194→364→102→374→381→128→1052→123→534→549009227→7→852→1098→773→651→1039,17,27
63,804,63→194→804,2,10
38,604,38→63→88→576073704→614→194→749→697→146→128→162→898→604,12,22
38,214,38→88→614→194→749→214,5,14
38,970,38→88→436→194→364→749→374→1052→123→7→661→852→978→136→970,14,29
830,10671,830→693→223→10671,3,8
88,198,88→576073704→63→194→356→364→102→749→381→128→1052→534→621→549009223→136→1107→1043→198,17,24
38,207,38→63→576073704→194→749→246→128→1052→534→621→549009215→852→1098→711→651→207,15,36
515,850,515→88→173→194→54→607344862→749→58→697→128→62→162→976→728→866→850,15,37
515,658,515→523→226→194→54→749→697→206→1093→658,9,43
515,7,515→88→614→194→54→607344862→749→397→12→591→128→62→162→976→123→7,15,16
515,621,515→88→576073699→117→173→614→194→210→58→749→697→146→128→162→898→534→621,16,21
515,470,515→88→614→194→364→470,5,9
63,484682528,63→38→347→133→117→272→596→403→260→268→1139→484682528,11,27
63,1022,63→194→125→403→559→342→1022,6,9
38,924,38→88→576073704→194→614→210→924,6,31
436,374,436→194→356→364→749→374,5,12
436,231,436→194→525→54→749→679→231,6,10
262,181,262→181,1,6
262,802,262→15→802,2,11
262,351,262→351,1,5
262,1096,262→1092→718→629→1104→1096,5,14
262,428,262→15→428,2,4
262,38,262→38,1,25
262,129,262→15→149→129,3,3
262,186,262→1096→1113→15→362→186,5,13
576073704,218,576073704→88→946→414→609→930→575→218,7,36
63,589508455,63→685→741→930→549009203→128→271→874→658→612→114→852→549009215→621→202→589508455,15,24
576073704,580,576073704→194→364→749→374→381→128→580,7,15
576073704,828,576073704→436→614→194→125→321→66→1044→560581563→580→828,10,14
576073704,482,576073704→194→470→102→374→381→1044→560581563→580→828→482,10,12
576073704,931,576073704→194→470→102→374→381→1044→560581563→580→828→482→874→658→931,13,17
576073704,83,576073704→194→470→102→374→381→1044→560581563→580→828→482→874→658→1093→841→83,15,40
576073704,114,576073704→436→194→364→749→697→128→246→1052→146→1093→114,11,19
576073704,866,576073704→194→470→102→381→874→658→78→866,8,26
576073704,955,576073704→436→194→470→102→381→874→658→78→866→955,10,18
576073704,1098,576073704→436→194→470→102→381→874→658→78→866→955→1098,11,21
576073704,978,576073704→436→194→470→102→381→874→658→78→866→978,10,20
576073704,136,576073704→194→470→102→374→381→128→1052→146→549009215→114→136,11,29
576073704,429,576073704→194→470→102→374→381→1044→560581563→580→828→482→874→658→931→122→841→955→136→1098→429,19,25
576073704,1048,576073704→194→63→685→128→162→1093→1048,7,11
576073704,794,576073704→194→470→102→374→381→1044→560581563→580→828→482→874→658→931→122→841→955→136→1098→429→794,20,25
576073704,711,576073704→194→470→102→374→381→1044→560581563→580→828→482→874→658→931→122→841→866→711,17,21
576073704,651,576073704→436→194→470→102→381→874→658→78→866→711→651,11,26
347,129,347→118→129,2,3
88,984,88→614→194→364→374→381→1052→866→728→984,9,15
347,599,347→38→149→599,3,4
347,15,347→88→523→436→351→802→15,6,12
347,59,347→38→181→149→599→59,5,7
347,362,347→38→149→362,3,5
347,197,347→88→436→194→525→749→397→197,7,16
347,381,347→88→436→194→525→749→381,6,17
347,466,347→88→173→194→226→523→596→258→250→466,9,20
347,50,347→88→38→428→15→149→50,6,14
347,158,347→38→63→181→609→50→158,6,13
347,366,347→38→181→1077→366,4,13
347,741,347→38→181→1077→366→685→741,6,16
347,271,347→38→63→181→609→50→158→128→271,8,15
347,58,347→88→436→194→525→749→381→924→58,8,15
347,246,347→88→436→194→364→697→128→246,7,19
347,574,347→38→88→436→194→54→749→697→374→381→924→574,11,19
347,931,347→88→436→194→525→749→381→924→574→931,9,13
347,616,347→88→614→693→830→946→690→685→128→616,9,16
347,190,347→38→88→436→194→54→749→697→230→190,9,23
347,470,347→88→436→194→364→470,5,8
347,673,347→88→436→194→525→749→381→924→58→673,9,17
347,1139,347→88→576073704→194→342→403→1139,6,10
347,327,347→88→576073704→194→342→403→1139→327,7,11
347,397,347→88→436→194→525→749→397,6,13
347,298,347→88→576073704→194→342→298,5,10
347,307,347→88→436→194→525→749→381→924→574→931→190→841→1093→307,13,26
347,681,347→38→88→436→194→364→749→397→681,8,14
347,83,347→38→88→436→194→525→749→381→924→574→931→190→841→1093→307→83,15,26
347,214,347→88→436→194→525→749→397→681→214,8,18
347,217,347→88→436→194→525→749→381→374→246→128→616→217,11,20
38,203,38→88→693→614→1→1004→194→210→525→54→364→749→128→1052→534→621→7→852→203,18,27
38,811,38→63→88→576073704→194→364→749→374→381→271→128→616→811,12,19
38,23,38→181→1077→194→226→342→23,6,20
38,190,38→88→614→223→173→349→117→125→66→1044→1079→1072→325→218→75→10→851→820→828→616→1091→78→658→612→122→841→642→190,27,60
347,102,347→88→286→117→173→614→693→830→946→194→364→102,11,13
63,207,63→194→364→749→697→924→658→841→978→136→651→207,11,22
38,827,38→88→576073704→194→226→597→814→827,7,13
693,312782648,693→614→194→403→559→551→544→131→884→952→1045→977→312782648,12,21
693,984,693→830→1077→414→976→984,5,34
693,358,693→830→194→364→749→128→898→358,7,26
614,1044,614→349→125→6→924→1044,5,15
614,1043,614→1→210→525→673→749→1043,6,18
614,303,614→194→349→125→403→559→1105→303,7,10
614,639,614→194→403→260→639,4,24
614,451,614→194→403→327→451,4,14
614,131,614→194→403→327→334→451→311→966→131,8,27
614,728,614→194→125→6→66→1044→560581563→128→1052→728,9,26
614,311,614→194→125→403→327→334→451→311,7,24
614,811,614→194→349→125→6→381→128→26→42→820→811,10,22
614,139,614→194→125→403→559→23→544→131→884→952→139,10,18
614,52,614→194→125→403→559→23→544→131→884→952→139→52,11,19
614,788,614→194→403→639→788,4,15
614,566,614→194→125→403→559→327→451→788→566,8,20
614,580,614→349→125→924→66→1044→560581563→1079→1072→325→75→10→580,12,22
614,874,614→194→470→381→874,4,22
614,534,614→693→830→1077→414→609→911→460→898→534,9,21
614,30,614→693→223→118→30,4,13
614,549009215,614→693→830→946→414→128→616→728→534→621→549009215,10,45
614,114,614→693→946→194→606826647→525→749→1043→146→1093→114,10,27
614,271,614→194→1031→470→381→128→271,6,25
614,828,614→349→125→6→66→1044→560581563→128→828,8,19
614,1093,614→693→946→194→606826647→525→749→1043→146→1093,9,40
614,83,614→693→194→125→6→381→1044→560581563→128→828→616→1091→728→866→78→841→83,16,18
614,841,614→194→364→374→381→128→658→612→122→841,9,40
614,230,614→693→194→125→6→381→1044→560581563→128→828→616→1091→728→866→78→841→83→230,17,18
614,978,614→693→946→194→364→374→381→128→658→931→841→83→978,12,36
614,437,614→194→364→374→381→128→658→931→841→866→413→794→903→380→711→651→1098→852→437,18,45
614,307,614→693→830→436→194→1031→470→381→128→616→1052→534→621→549009223→114→1093→1048→307,17,41
614,169,614→436→946→194→364→749→146→679→238→653→604→898→169,12,15
614,1048,614→194→364→374→381→128→658→931→841→1093→1048,10,21
614,225,614→194→364→374→381→128→658→931→841→83→978→136→939→852→445→794→765→225,17,26
614,1098,614→194→364→374→381→128→658→931→841→955→1098,10,19
614,612,614→194→125→6→924→66→1044→560581563→1088→325→10→17→26→820→811→658→612,16,31
614,310,614→88→523→258→310,4,15
614,914,614→173→88→523→914,4,13
693,355,693→88→390→125→403→559→342→1022→672→131→884→355,11,21
693,78,693→830→946→414→976→728→78,6,37
693,549009223,693→614→576073704→194→342→6→1044→560581563→563807435→1029→128→10→17→828→616→658→114→866→549009223,18,34
693,661,693→194→6→470→381→374→560581563→128→17→828→658→1093→661,12,66
693,727,693→194→125→403→559→1105→303→334→311→566→727,10,24
173,381,173→125→403→559→178→563807439→560581563→1044→381,8,21
173,374,173→88→830→946→194→6→470→924→381→374,9,13
173,591,173→614→1004→606826647→525→607344858→607344862→12→591,8,27
173,697,173→614→1→1004→606826647→525→749→697,7,11
173,470,173→693→436→576073704→194→356→470,6,8
173,952,173→349→194→342→998→908→672→56→961→952,9,10
173,583,173→349→194→342→998→908→672→56→961→952→675→583,11,12
173,58,173→194→364→749→58,4,4
173,783,173→349→194→342→998→908→672→56→961→952→675→583→783,12,13
173,35,173→349→194→364→749→397→681→197→35,8,15
614,1052,614→194→403→125→6→924→381→128→1052,8,43
614,321,614→349→6→321,3,22
614,280,614→1004→980→946→587→898→280,6,37
614,358,614→194→210→606826647→525→673→749→146→679→238→604→898→358,12,31
614,658,614→576073704→194→364→749→697→146→658,7,40
614,820,614→194→349→125→6→381→128→1052→616→820,9,36
614,325,614→223→173→349→125→924→1044→1079→1072→325,9,21
614,1037,614→349→125→924→66→1044→560581563→1079→1072→325→75→10→1037,12,44
614,916,614→349→125→924→66→1044→560581563→1079→1072→325→75→10→916,12,14
614,834,614→349→125→924→66→1044→560581563→1079→1072→325→75→10→916→834,13,16
614,842,614→693→173→349→125→924→66→1044→560581563→1088→563807435→1029→215→10→851→842,15,37
614,1120,614→194→349→125→6→321→178→27→563807439→1079→1072→325→218→575→362→15→1113→1120,17,32
614,287,614→194→226→523→351→287,5,10
173,812,173→614→946→749→812,4,6
173,575,173→614→946→587→50→186→575,6,33
173,1120,173→614→946→414→930→362→575→1113→15→1120,9,18
436,754,436→194→226→342→754,4,13
436,998,436→576073704→194→342→56→998,5,7
693,910,693→614→173→125→194→298→596→597→814→1054→910,10,17
693,620,693→347→30→515→133→523→266→258→597→288→1125→620,11,33
693,549009211,693→830→946→549009211,3,3
88,606826663,88→830→946→12→397→591→681→1043→128→606826663,9,14
88,599626927,88→830→946→681→128→62→880→898→599626927,8,19
173,287,173→226→523→351→287,4,10
223,178,223→173→194→342→6→804→422→128→1044→560581563→1079→563807439→27→178,13,32
223,559,223→614→194→342→559,4,9
223,544,223→614→194→125→403→559→544,6,20
223,23,223→173→349→125→403→559→23,6,27
223,998,223→693→88→347→515→133→908→900→351→56→998,10,34
223,484682528,223→614→194→125→403→559→484682528,6,10
223,1079,223→614→349→125→6→924→66→1044→1079,8,16
223,851,223→125→924→66→1044→1079→1072→325→218→215→10→851,11,21
223,1088,223→173→194→349→125→6→321→66→1044→560581563→1088,10,12
223,563807439,223→614→173→125→6→321→66→1044→560581563→1079→563807439,10,18
223,633,223→614→194→6→924→1044→1079→1088→482→580→828→820→17→26→42→633,15,50
223,811,223→614→194→349→125→321→178→27→496345668→218→1029→215→10→17→26→42→820→811,17,39
614,607344834,614→1→606826647→525→673→749→607344830→607344862→607344834,8,19
614,246,614→349→6→924→381→374→246,6,30
614,356,614→194→356,2,5
614,422,614→693→946→685→741→422,5,34
436,549009203,436→802→15→362→186→50→930→549009203,7,12
436,1044,436→576073704→946→414→609→158→42→26→17→128→560581563→1044,11,17
436,66,436→830→194→66,3,3
436,470,436→194→356→364→470,4,5
436,214,436→194→349→125→6→66→1044→560581563→563807435→1029→128→214,11,30
63,255,63→262→351→255,3,3
685,828,685→128→828,2,13
685,482,685→741→128→42→26→17→820→482,7,13
685,633,685→414→595→42→26→633,5,14
685,874,685→804→128→246→1052→146→874,6,20
685,984,685→128→820→811→984,4,8
194,1079,194→54→595→397→12→591→62→872→128→560581563→1079,10,25
685,1088,685→718→1088,2,14
685,271,685→946→595→128→271,4,13
685,1044,685→741→128→1044,3,29
685,66,685→102→470→66,3,16
685,1091,685→946→595→128→271→549009215→612→658→1091,8,11
685,549009223,685→804→697→128→146→642→105→114→866→549009223,9,16
685,93,685→946→595→128→271→146→642→105→114→866→549009223→93,11,14
685,78,685→741→930→128→828→271→1052→931→78,8,19
1004,186,1004→946→609→50→186,4,12
693,368,693→1004→614→194→349→125→403→484682528→559→303→311→131→966→952→579→368,15,23
576073704,67,576073704→690→685→128→67,4,17
576073704,908,576073704→436→351→908,3,8
693,10703,693→173→614→194→10703,4,26
693,880,693→436→210→525→58→673→749→681→197→1060→591→62→898→880,13,22
614,1072,614→125→466→924→66→1044→560581563→1079→1072,8,12
614,67,614→830→946→690→587→128→67,6,14
614,250,614→194→226→1109→351→266→258→250,7,12
614,581,614→194→226→596→564→310→581,6,8
689,564,689→523→564,2,14
689,133,689→523→88→194→614→1→1004→830→118→63→38→133,11,17
689,30,689→523→576073699→133→30,4,4
689,118,689→523→88→194→614→1→1004→830→118,8,12
689,266,689→523→258→266,3,12
689,258,689→523→258,2,13
349,349,349,0,1
614,260,614→194→390→403→260,4,6
614,268,614→194→390→125→403→260→268,6,11
614,673,614→436→194→606826647→525→673,5,11
194,93,194→364→749→128→1052→146→658→78→93,8,21
262,560581563,262→560581563,1,12
262,1044,262→484682520→178→27→1044,4,12
262,916,262→560581563→1088→563807435→1029→218→916,6,11
685,830,685→946→830,2,2
262,706,262→560581563→1088→563807435→1029→215→10→1061→706,8,12
262,75,262→560581563→1088→563807435→1029→218→75,6,17
262,531,262→560581563→1088→563807435→1029→215→10→17→1061→531,9,14
262,1029,262→560581563→1088→563807435→1029,4,12
262,325,262→560581563→1088→563807435→1029→215→10→75→325,8,16
262,851,262→560581563→1088→563807435→1029→215→10→851,7,15
262,842,262→560581563→1088→563807435→1029→215→10→851→842,8,14
262,563807439,262→484682524→178→563807439,3,6
685,614,685→690→946→614,3,9
685,725,685→725,1,1
685,689,685→88→226→596→689,4,6
685,523,685→194→226→523,3,6
194,580,194→685→128→580,3,14
614,1113,614→436→576073704→181→15→1113,5,11
1077,27,1077→685→102→6→262→484682524→178→27,7,14
1077,325,1077→685→629→718→1092→484682524→563807439→1079→1072→325,9,16
1077,484682524,1077→685→262→1092→484682524,4,7
1077,75,1077→685→629→718→1092→484682524→563807439→1079→1072→325→75,10,17
1077,1044,1077→685→629→718→1092→484682524→178→27→1044,8,18
946,834,946→587→42→26→17→10→851→842→834,8,13
1077,1037,1077→685→629→718→1092→484682524→563807439→1079→1072→325→75→10→851→1037,13,27
1077,560581563,1077→262→1092→718→484682524→178→563807439→560581563,7,14
1077,580,1077→685→629→718→1092→484682524→563807439→1079→1072→325→75→580,11,23
1077,482,1077→685→629→718→1092→484682524→563807439→1079→1072→325→75→580→482,12,20
1077,542,1077→741→609→158→42→26→17→10→851→842→1037→542,11,13
1077,842,1077→741→609→158→42→26→17→10→851→842,9,17
1077,834,1077→741→609→42→26→17→10→851→834,8,23
1077,851,1077→741→609→158→42→26→17→10→851,8,13
1077,828,1077→685→629→718→1092→484682524→563807439→1079→1072→325→75→580→828,12,24
685,1061,685→741→930→128→215→1061,5,20
1077,820,1077→181→189→1120→599→59→149→50→634→26→820,10,28
1077,1084,1077→685→629→718→1092→484682524→563807439→1079→1072→325→75→580→482→1037→1084,14,24
1077,924,1077→685→629→718→1092→484682524→178→27→1044→924,9,23
1077,633,1077→741→609→158→42→633,5,12
614,189,614→173→38→181→189,4,38
614,603,614→173→523→72→564→258→603,6,29
614,466,614→173→523→72→564→258→603→466,7,24
614,463,614→173→523→72→564→258→603→466→463,8,22
946,763,946→194→226→523→263→272→763,6,6
194,986,194→226→523→596→258→597→814→1054→940→986,9,82
194,463,194→226→523→564→310→603→466→463,7,37
1004,428,1004→436→576073704→88→515→428,5,22
606826647,1004,606826647→980→1004,2,3
606826647,58,606826647→606826651→732→525→54→58,5,10
606826647,1,606826647→980→1004→1,3,8
606826647,226,606826647→194→226,2,5
606826647,342,606826647→525→54→194→342,4,12
606826647,693,606826647→194→614→693,3,8
606826647,351,606826647→525→54→194→226→351,5,21
606826647,559,606826647→525→54→194→226→351→6→484682520→484682524→559,9,27
606826647,551,606826647→525→194→226→351→6→484682520→484682524→559→551,9,15
606826647,1105,606826647→525→54→194→226→351→6→484682520→484682524→559→1105,10,22
606826647,266,606826647→525→54→194→226→342→351→266,7,18
606826647,56,606826647→525→54→194→226→342→351→266→56,8,17
606826647,334,606826647→525→54→194→342→403→334,6,12
606826647,403,606826647→525→54→194→342→403,5,18
606826647,780,606826647→606826651→732→525→54→194→226→342→351→6→484682520→559→1105→334→780,14,25
606826647,258,606826647→525→54→194→226→342→351→266→258,8,18
606826647,663,606826647→525→54→194→342→403→663,6,20
606826647,579,606826647→606826651→732→525→54→194→226→342→351→6→484682520→559→1105→334→780→579,15,24
606826647,589508447,606826647→606826651→732→525→54→194→226→342→351→6→484682520→559→1105→334→780→589508447,15,26
606826647,466,606826647→210→194→226→342→351→6→484682520→559→1105→334→780→579→466,13,29
606826647,382,606826647→606826651→732→525→54→194→226→342→351→6→484682520→559→1105→334→780→579→466→382,17,26
1,23,1→614→194→226→351→342→23,6,8
1,1139,1→194→298→23→1139,4,5
1,327,1→1004→980→525→753→194→226→351→6→484682520→484682524→559→327,12,24
1,268,1→194→298→23→1139→268,5,8
1,639,1→614→194→226→351→6→484682520→484682524→559→327→639,10,22
1,576073704,1→614→194→576073704,3,9
1,609,1→1004→946→690→685→741→599→59→609,8,20
1,129,1→194→436→980→946→129,5,19
1,1031,1→1004→693→576073704→194→1031,5,9
1,414,1→194→436→38→560581559→946→129→414,7,18
1,741,1→1004→436→980→606826647→525→753→946→690→685→741,10,19
1,924,1→1004→693→830→194→924,5,5
1,6,1→614→194→226→351→6,5,8
1,484682520,1→436→980→946→194→226→351→6→484682520,8,13
1,381,1→194→210→525→381,4,6
1,50,1→693→690→685→741→609→50,6,14
1,63,1→614→693→830→63,4,13
1,1044,1→1004→436→194→356→102→128→560581563→1044,8,9
1,551,1→1004→980→525→194→226→351→6→484682520→484682524→559→551,11,17
1,26,1→1004→436→194→356→470→102→128→26,8,17
1,186,1→194→351→255→64→575→362→186,7,12
1,149,1→614→194→576073704→88→38→181→149,7,31
1,17,1→946→129→42→26→17,5,5
1,303,1→1004→980→525→194→226→351→6→484682520→484682524→559→551→544→303,13,19
1,140,1→946→129→140,3,3
1,173,1→614→173,2,2
1,42,1→693→690→685→741→609→50→599626923→158→42,9,16
1,544,1→1004→980→525→194→226→351→6→484682520→484682524→559→544,11,16
1,271,1→1004→693→830→194→102→1031→470→6→924→1044→128→271,12,12
1,311,1→436→194→226→351→6→484682520→551→544→559→1105→303→334→311,13,16
1,576073699,1→614→194→226→523→576073699,5,17
1,263,1→614→194→226→523→263,5,9
1,131,1→1004→693→614→194→342→403→559→1105→303→311→131,11,25
1,884,1→1004→436→194→226→351→6→484682520→551→544→559→1105→303→311→131→884,15,18
1,579,1→614→194→226→351→6→484682520→551→544→579,9,19
1,655,1→1004→980→606826651→732→753→525→54→364→356→194→342→403→663→655,14,18
1,911,1→1004→693→830→194→102→1031→470→6→924→1044→128→1052→616→911,14,22
1,966,1→1004→436→980→606826647→525→753→194→342→559→1105→334→311→966,13,24
1,952,1→1004→693→614→194→342→403→559→551→544→131→884→579→952,13,26
1,451,1→1004→436→980→606826647→525→753→194→342→559→1105→327→451,12,21
1004,390,1004→1→614→194→390,4,4
